"","term","gene"
"3008","Genes enriched in enterocytes cluster","TXNRD1"
"3009","Genes enriched in enterocytes cluster","PTP4A1"
"3010","Genes enriched in enterocytes cluster","ATOX1"
"3011","Genes enriched in enterocytes cluster","PKM"
"3012","Genes enriched in enterocytes cluster","ATP1A1"
"3013","Genes enriched in enterocytes cluster","C15orf48"
"3014","Genes enriched in enterocytes cluster","GOLGA4"
"3015","Genes enriched in enterocytes cluster","TRADD"
"3016","Genes enriched in enterocytes cluster","NCOR1"
"3017","Genes enriched in enterocytes cluster","MYH14"
"3018","Genes enriched in enterocytes cluster","LAD1"
"3019","Genes enriched in enterocytes cluster","RAB24"
"3020","Genes enriched in enterocytes cluster","ATP1B1"
"3021","Genes enriched in enterocytes cluster","MME"
"3022","Genes enriched in enterocytes cluster","LYPLA2"
"3023","Genes enriched in enterocytes cluster","EPS8L2"
"3024","Genes enriched in enterocytes cluster","GSDMD"
"3025","Genes enriched in enterocytes cluster","DPEP1"
"3026","Genes enriched in enterocytes cluster","TCF25"
"3027","Genes enriched in enterocytes cluster","MAP2K2"
"3028","Genes enriched in enterocytes cluster","KHK"
"3029","Genes enriched in enterocytes cluster","HBEGF"
"3030","Genes enriched in enterocytes cluster","EZR"
"3031","Genes enriched in enterocytes cluster","AHCYL2"
"3032","Genes enriched in enterocytes cluster","TFG"
"3033","Genes enriched in enterocytes cluster","PLS1"
"3034","Genes enriched in enterocytes cluster","CTSS"
"3035","Genes enriched in enterocytes cluster","ACTN4"
"3036","Genes enriched in enterocytes cluster","PIGR"
"3037","Genes enriched in enterocytes cluster","CDK11A"
"3038","Genes enriched in enterocytes cluster","CDK11B"
"3039","Genes enriched in enterocytes cluster","GUCY2C"
"3040","Genes enriched in enterocytes cluster","ACOX1"
"3041","Genes enriched in enterocytes cluster","AAMDC"
"3042","Genes enriched in enterocytes cluster","APOA1"
"3043","Genes enriched in enterocytes cluster","LMNA"
"3044","Genes enriched in enterocytes cluster","C19orf33"
"3045","Genes enriched in enterocytes cluster","FABP2"
"3046","Genes enriched in enterocytes cluster","VDR"
"3047","Genes enriched in enterocytes cluster","JUND"
"3048","Genes enriched in enterocytes cluster","CORO1C"
"3049","Genes enriched in enterocytes cluster","P4HB"
"3050","Genes enriched in enterocytes cluster","ESPN"
"3051","Genes enriched in enterocytes cluster","IQGAP2"
"3052","Genes enriched in enterocytes cluster","MYO15B"
"3053","Genes enriched in enterocytes cluster","KRT8"
"3054","Genes enriched in enterocytes cluster","PAFAH1B1"
"3055","Genes enriched in enterocytes cluster","CDC42EP5"
"3056","Genes enriched in enterocytes cluster","MYO7B"
"3057","Genes enriched in enterocytes cluster","GPD2"
"3058","Genes enriched in enterocytes cluster","GNB1"
"3059","Genes enriched in enterocytes cluster","POR"
"3060","Genes enriched in enterocytes cluster","SPINT1"
"3061","Genes enriched in enterocytes cluster","CCNL1"
"3062","Genes enriched in enterocytes cluster","ACE"
"3063","Genes enriched in enterocytes cluster","TPM3"
"3064","Genes enriched in enterocytes cluster","CYP4V2"
"3065","Genes enriched in enterocytes cluster","CCNL2"
"3066","Genes enriched in enterocytes cluster","MARVELD3"
"3067","Genes enriched in enterocytes cluster","KRT20"
"3068","Genes enriched in enterocytes cluster","CHMP2A"
"3069","Genes enriched in enterocytes cluster","ADIPOR1"
"3070","Genes enriched in enterocytes cluster","RHOC"
"3071","Genes enriched in enterocytes cluster","APOA4"
"3072","Genes enriched in enterocytes cluster","VIL1"
"3073","Genes enriched in enterocytes cluster","ATP2B1"
"3074","Genes enriched in enterocytes cluster","CGREF1"
"3075","Genes enriched in enterocytes cluster","GTF2B"
"3076","Genes enriched in enterocytes cluster","ARCN1"
"3077","Genes enriched in enterocytes cluster","TPGS1"
"3078","Genes enriched in enterocytes cluster","PCYT2"
"3079","Genes enriched in enterocytes cluster","LPGAT1"
"3080","Genes enriched in enterocytes cluster","TMEM183A"
"3081","Genes enriched in enterocytes cluster","TMEM120A"
"3082","Genes enriched in enterocytes cluster","EPS8L3"
"3083","Genes enriched in enterocytes cluster","RNF186"
"3084","Genes enriched in enterocytes cluster","USH1C"
"3085","Genes enriched in enterocytes cluster","COPZ1"
"3086","Genes enriched in enterocytes cluster","NECTIN2"
"3087","Genes enriched in enterocytes cluster","TMEM37"
"3088","Genes enriched in enterocytes cluster","MPND"
"3089","Genes enriched in enterocytes cluster","TGOLN2"
"3090","Genes enriched in enterocytes cluster","LARS2"
"3091","Genes enriched in enterocytes cluster","EPN1"
"3092","Genes enriched in enterocytes cluster","MUC13"
"3093","Genes enriched in enterocytes cluster","CIDEB"
"3094","Genes enriched in enterocytes cluster","SBDS"
"3095","Genes enriched in enterocytes cluster","DDX5"
"3096","Genes enriched in enterocytes cluster","ARHGDIA"
"3097","Genes enriched in enterocytes cluster","CREB3L3"
"3098","Genes enriched in enterocytes cluster","CDA"
"3099","Genes enriched in enterocytes cluster","MVP"
"3100","Genes enriched in enterocytes cluster","CALML4"
"3101","Genes enriched in enterocytes cluster","ACAA1"
"3102","Genes enriched in enterocytes cluster","COX17"
"3103","Genes enriched in enterocytes cluster","TMEM45B"
"3104","Genes enriched in enterocytes cluster","CASP8"
"3105","Genes enriched in enterocytes cluster","SLC26A6"
"3106","Genes enriched in enterocytes cluster","ROCK2"
"3107","Genes enriched in enterocytes cluster","CHMP4C"
"3108","Genes enriched in enterocytes cluster","TXNIP"
"3109","Genes enriched in enterocytes cluster","EFHD2"
"3110","Genes enriched in enterocytes cluster","C11orf86"
"3111","Genes enriched in enterocytes cluster","SPINK1"
"3112","Genes enriched in enterocytes cluster","COPB2"
"3113","Genes enriched in enterocytes cluster","ARF1"
"3114","Genes enriched in enterocytes cluster","VAMP8"
"3115","Genes enriched in enterocytes cluster","IFT20"
"3116","Genes enriched in enterocytes cluster","AFDN"
"3117","Genes enriched in enterocytes cluster","ST14"
"3118","Genes enriched in enterocytes cluster","NSD1"
"3119","Genes enriched in enterocytes cluster","B2M"
"3120","Genes enriched in enterocytes cluster","PLEKHB2"
"3121","Genes enriched in enterocytes cluster","DNAJB1"
"3122","Genes enriched in enterocytes cluster","MUC17"
"3123","Genes enriched in enterocytes cluster","HMG20B"
"3124","Genes enriched in enterocytes cluster","IDH1"
"3125","Genes enriched in enterocytes cluster","CD74"
"3126","Genes enriched in enterocytes cluster","CHP2"
"3127","Genes enriched in enterocytes cluster","MIER1"
"3128","Genes enriched in enterocytes cluster","COPA"
"3129","Genes enriched in enterocytes cluster","ABHD17A"
"3130","Genes enriched in enterocytes cluster","TAX1BP1"
"3131","Genes enriched in enterocytes cluster","SEPHS2"
"3132","Genes enriched in enterocytes cluster","RBP2"
"3133","Genes enriched in enterocytes cluster","AHCYL1"
"3134","Genes enriched in enterocytes cluster","TPD52"
"3135","Genes enriched in enterocytes cluster","OGDH"
"3136","Genes enriched in enterocytes cluster","DAPK3"
"3137","Genes enriched in enterocytes cluster","PRPF4B"
"3138","Genes enriched in enterocytes cluster","CYSTM1"
"3139","Genes enriched in enterocytes cluster","FAM98C"
"3140","Genes enriched in enterocytes cluster","CAST"
"3141","Genes enriched in enterocytes cluster","ID2"
"3142","ISC-marker genes (Haber et al., 2017)","APP"
"3143","ISC-marker genes (Haber et al., 2017)","CCDC3"
"3144","ISC-marker genes (Haber et al., 2017)","SDC4"
"3145","ISC-marker genes (Haber et al., 2017)","ZNRF3"
"3146","ISC-marker genes (Haber et al., 2017)","PHLPP1"
"3147","ISC-marker genes (Haber et al., 2017)","PCDH8"
"3148","ISC-marker genes (Haber et al., 2017)","PDXK"
"3149","ISC-marker genes (Haber et al., 2017)","TGIF1"
"3150","ISC-marker genes (Haber et al., 2017)","CLIC6"
"3151","ISC-marker genes (Haber et al., 2017)","OLFM4"
"3152","ISC-marker genes (Haber et al., 2017)","ZNF341"
"3153","ISC-marker genes (Haber et al., 2017)","RIN2"
"3154","ISC-marker genes (Haber et al., 2017)","SLC27A2"
"3155","ISC-marker genes (Haber et al., 2017)","CA12"
"3156","ISC-marker genes (Haber et al., 2017)","SESN3"
"3157","ISC-marker genes (Haber et al., 2017)","AQP4"
"3158","ISC-marker genes (Haber et al., 2017)","TNFRSF19"
"3159","ISC-marker genes (Haber et al., 2017)","TNS3"
"3160","ISC-marker genes (Haber et al., 2017)","SH3RF1"
"3161","ISC-marker genes (Haber et al., 2017)","FAM13A"
"3162","ISC-marker genes (Haber et al., 2017)","GRB7"
"3163","ISC-marker genes (Haber et al., 2017)","LRP4"
"3164","ISC-marker genes (Haber et al., 2017)","YAP1"
"3165","ISC-marker genes (Haber et al., 2017)","PRSS23"
"3166","ISC-marker genes (Haber et al., 2017)","AGR3"
"3167","ISC-marker genes (Haber et al., 2017)","LCP1"
"3168","ISC-marker genes (Haber et al., 2017)","KCNQ1"
"3169","ISC-marker genes (Haber et al., 2017)","IGFBP4"
"3170","ISC-marker genes (Haber et al., 2017)","ETV6"
"3171","ISC-marker genes (Haber et al., 2017)","CDO1"
"3172","ISC-marker genes (Haber et al., 2017)","SHISA2"
"3173","ISC-marker genes (Haber et al., 2017)","LGR5"
"3174","ISC-marker genes (Haber et al., 2017)","AQP1"
"3175","ISC-marker genes (Haber et al., 2017)","ZFP36L1"
"3176","ISC-marker genes (Haber et al., 2017)","LANCL1"
"3177","ISC-marker genes (Haber et al., 2017)","ARID5B"
"3178","ISC-marker genes (Haber et al., 2017)","NAP1L1"
"3179","ISC-marker genes (Haber et al., 2017)","NFIB"
"3180","ISC-marker genes (Haber et al., 2017)","NFIA"
"3181","ISC-marker genes (Haber et al., 2017)","FSTL1"
"3182","ISC-marker genes (Haber et al., 2017)","CDK6"
"3183","ISC-marker genes (Haber et al., 2017)","HLA-DQB2"
"3184","ISC-marker genes (Haber et al., 2017)","RGMB"
"3185","ISC-marker genes (Haber et al., 2017)","DTX4"
"3186","ISC-marker genes (Haber et al., 2017)","SLC28A2"
"3187","ISC-marker genes (Haber et al., 2017)","PLS3"
"3188","ISC-marker genes (Haber et al., 2017)","SCN2B"
"3189","ISC-marker genes (Haber et al., 2017)","SORBS2"
"3190","ISC-marker genes (Haber et al., 2017)","SLC12A2"
"3191","ISC-marker genes (Haber et al., 2017)","SLC1A2"
"3192","ISC-marker genes (Haber et al., 2017)","MYO9A"
"3193","ISC-marker genes (Haber et al., 2017)","CD81"
"3194","ISC-marker genes (Haber et al., 2017)","TIFA"
"3195","ISC-marker genes (Haber et al., 2017)","NRN1"
"3196","ISC-marker genes (Haber et al., 2017)","SIPA1L1"
"3197","ISC-marker genes (Haber et al., 2017)","WEE1"
"3198","ISC-marker genes (Haber et al., 2017)","CDCA7"
"3199","ISC-marker genes (Haber et al., 2017)","AFAP1L1"
"3200","ISC-marker genes (Haber et al., 2017)","ARHGEF26"
"3201","ISC-marker genes (Haber et al., 2017)","NRG4"
"3202","ISC-marker genes (Haber et al., 2017)","ITGA1"
"3203","ISC-marker genes (Haber et al., 2017)","NOXA1"
"3204","ISC-marker genes (Haber et al., 2017)","RGCC"
"3205","ISC-marker genes (Haber et al., 2017)","SP5"
"3206","ISC-marker genes (Haber et al., 2017)","IMMP2L"
"3207","ISC-marker genes (Haber et al., 2017)","PRELP"
"3208","ISC-marker genes (Haber et al., 2017)","RNF43"
"3209","ISC-marker genes (Haber et al., 2017)","CD44"
"3210","ISC-marker genes (Haber et al., 2017)","SOAT1"
"3211","ISC-marker genes (Haber et al., 2017)","HLA-DQB1"
"3212","ISC-marker genes (Haber et al., 2017)","NGEF"
"3213","ISC-marker genes (Haber et al., 2017)","PDGFA"
"3214","ISC-marker genes (Haber et al., 2017)","CYP2E1"
"3215","ISC-marker genes (Haber et al., 2017)","ESRRG"
"3216","ISC-marker genes (Haber et al., 2017)","UROD"
"3217","ISC-marker genes (Haber et al., 2017)","CASP12"
"3218","ISC-marker genes (Haber et al., 2017)","NR2E3"
"3219","ISC-marker genes (Haber et al., 2017)","HTR4"
"3220","ISC-marker genes (Haber et al., 2017)","CD74"
"3221","ISC-marker genes (Haber et al., 2017)","SLC19A2"
"3222","ISC-marker genes (Haber et al., 2017)","EPN3"
"3223","ISC-marker genes (Haber et al., 2017)","NOXO1"
"3224","ISC-marker genes (Haber et al., 2017)","JUN"
"3225","ISC-marker genes (Haber et al., 2017)","MECOM"
"3226","ISC-marker genes (Haber et al., 2017)","LAMB3"
"3227","ISC-marker genes (Haber et al., 2017)","LRIG1"
"3228","ISC-marker genes (Haber et al., 2017)","SECTM1"
"3229","ISC-marker genes (Haber et al., 2017)","CLCA2"
"3230","ISC-marker genes (Haber et al., 2017)","MFGE8"
"3231","ISC-marker genes (Haber et al., 2017)","SLC16A13"
"3232","ISC-marker genes (Haber et al., 2017)","HMGCS2"
"3233","ISC-marker genes (Haber et al., 2017)","CSAD"
"3234","ISC-marker genes (Haber et al., 2017)","CD14"
"3235","ISC-marker genes (Haber et al., 2017)","ASCL2"
"3236","ISC-marker genes (Haber et al., 2017)","SDSL"
"3237","ISC-marker genes (Haber et al., 2017)","RNF32"
"3238","ISC-marker genes (Haber et al., 2017)","RGS12"
"3239","ISC-marker genes (Haber et al., 2017)","GKN3P"
"3240","ISC-marker genes (Haber et al., 2017)","VDR"
"3241","ISC-marker genes (Haber et al., 2017)","ZBTB38"
"3242","ISC-marker genes (Haber et al., 2017)","SMOC2"
"3243","ISC-marker genes (Haber et al., 2017)","RASSF5"
"3244","ISC-marker genes (Haber et al., 2017)","EFNA4"
"3245","ISC-marker genes (Haber et al., 2017)","CTTNBP2"
"3246","ISC-marker genes (Haber et al., 2017)","IRF2BP2"
"3247","ISC-marker genes (Haber et al., 2017)","PHGDH"
"3248","ISC-marker genes (Haber et al., 2017)","AXIN2"
"3335","Enterocyte-marker genes (Haber et al., 2017)","CNDP2"
"3336","Enterocyte-marker genes (Haber et al., 2017)","SLC5A1"
"3337","Enterocyte-marker genes (Haber et al., 2017)","CYP2D6"
"3338","Enterocyte-marker genes (Haber et al., 2017)","TMIGD1"
"3339","Enterocyte-marker genes (Haber et al., 2017)","XPNPEP1"
"3340","Enterocyte-marker genes (Haber et al., 2017)","SLC34A2"
"3341","Enterocyte-marker genes (Haber et al., 2017)","SULT1B1"
"3342","Enterocyte-marker genes (Haber et al., 2017)","GDA"
"3343","Enterocyte-marker genes (Haber et al., 2017)","DHRS1"
"3344","Enterocyte-marker genes (Haber et al., 2017)","GPD1"
"3345","Enterocyte-marker genes (Haber et al., 2017)","MS4A10"
"3346","Enterocyte-marker genes (Haber et al., 2017)","VNN1"
"3347","Enterocyte-marker genes (Haber et al., 2017)","ALDH1A1"
"3348","Enterocyte-marker genes (Haber et al., 2017)","AMN"
"3349","Enterocyte-marker genes (Haber et al., 2017)","XPNPEP2"
"3350","Enterocyte-marker genes (Haber et al., 2017)","NAALADL1"
"3351","Enterocyte-marker genes (Haber et al., 2017)","NUDT4"
"3352","Enterocyte-marker genes (Haber et al., 2017)","CKMT1B"
"3353","Enterocyte-marker genes (Haber et al., 2017)","CKMT1A"
"3354","Enterocyte-marker genes (Haber et al., 2017)","CRIP1"
"3355","Enterocyte-marker genes (Haber et al., 2017)","MAF"
"3356","Enterocyte-marker genes (Haber et al., 2017)","EPHX2"
"3357","Enterocyte-marker genes (Haber et al., 2017)","NEU1"
"3358","Enterocyte-marker genes (Haber et al., 2017)","CYP3A5"
"3359","Enterocyte-marker genes (Haber et al., 2017)","CYP3A7"
"3360","Enterocyte-marker genes (Haber et al., 2017)","SLC2A2"
"3361","Enterocyte-marker genes (Haber et al., 2017)","COX7A1"
"3362","Enterocyte-marker genes (Haber et al., 2017)","DHCR24"
"3363","Enterocyte-marker genes (Haber et al., 2017)","ALDOB"
"3364","Enterocyte-marker genes (Haber et al., 2017)","AOC1"
"3365","Enterocyte-marker genes (Haber et al., 2017)","ZNF511-PRAP1"
"3366","Enterocyte-marker genes (Haber et al., 2017)","PRAP1"
"3367","Enterocyte-marker genes (Haber et al., 2017)","PLB1"
"3368","Enterocyte-marker genes (Haber et al., 2017)","HLA-E"
"3369","Enterocyte-marker genes (Haber et al., 2017)","SCP2"
"3370","Enterocyte-marker genes (Haber et al., 2017)","FAM151A"
"3371","Enterocyte-marker genes (Haber et al., 2017)","ACSL5"
"3372","Enterocyte-marker genes (Haber et al., 2017)","MTTP"
"3373","Enterocyte-marker genes (Haber et al., 2017)","SLC7A9"
"3374","Enterocyte-marker genes (Haber et al., 2017)","REG1B"
"3375","Enterocyte-marker genes (Haber et al., 2017)","TREH"
"3376","Enterocyte-marker genes (Haber et al., 2017)","FABP1"
"3377","Enterocyte-marker genes (Haber et al., 2017)","ANPEP"
"3378","Enterocyte-marker genes (Haber et al., 2017)","ENPEP"
"3379","Enterocyte-marker genes (Haber et al., 2017)","UGDH"
"3380","Enterocyte-marker genes (Haber et al., 2017)","ABCB1"
"3381","Enterocyte-marker genes (Haber et al., 2017)","SLC51B"
"3382","Enterocyte-marker genes (Haber et al., 2017)","CKB"
"3383","Enterocyte-marker genes (Haber et al., 2017)","CYB5R3"
"3384","Enterocyte-marker genes (Haber et al., 2017)","XDH"
"3385","Enterocyte-marker genes (Haber et al., 2017)","OCM2"
"3386","Enterocyte-marker genes (Haber et al., 2017)","OCM"
"3387","Enterocyte-marker genes (Haber et al., 2017)","SLC13A1"
"3388","Enterocyte-marker genes (Haber et al., 2017)","CLEC2D"
"3389","Enterocyte-marker genes (Haber et al., 2017)","CYB5B"
"3390","Enterocyte-marker genes (Haber et al., 2017)","CEACAM20"
"3391","Enterocyte-marker genes (Haber et al., 2017)","MME"
"3392","Enterocyte-marker genes (Haber et al., 2017)","RETSAT"
"3393","Enterocyte-marker genes (Haber et al., 2017)","PLEC"
"3394","Enterocyte-marker genes (Haber et al., 2017)","CYP3A7-CYP3A51P"
"3395","Enterocyte-marker genes (Haber et al., 2017)","CYP3A43"
"3396","Enterocyte-marker genes (Haber et al., 2017)","CYP3A4"
"3397","Enterocyte-marker genes (Haber et al., 2017)","MYH14"
"3398","Enterocyte-marker genes (Haber et al., 2017)","APOA4"
"3399","Enterocyte-marker genes (Haber et al., 2017)","NUDT4B"
"3400","Enterocyte-marker genes (Haber et al., 2017)","GSTM1"
"3401","Enterocyte-marker genes (Haber et al., 2017)","FGF19"
"3402","Enterocyte-marker genes (Haber et al., 2017)","DPEP1"
"3403","Enterocyte-marker genes (Haber et al., 2017)","CREB3L3"
"3404","Enterocyte-marker genes (Haber et al., 2017)","LPGAT1"
"3405","Enterocyte-marker genes (Haber et al., 2017)","LCT"
"3406","Enterocyte-marker genes (Haber et al., 2017)","MUC17"
"3407","Enterocyte-marker genes (Haber et al., 2017)","RDH16"
"3408","Enterocyte-marker genes (Haber et al., 2017)","ASPA"
"3409","Enterocyte-marker genes (Haber et al., 2017)","NOSTRIN"
"3410","Enterocyte-marker genes (Haber et al., 2017)","SLC51A"
"3411","Enterocyte-marker genes (Haber et al., 2017)","ACE"
"3412","Enterocyte-marker genes (Haber et al., 2017)","C19orf33"
"3413","Enterocyte-marker genes (Haber et al., 2017)","HSD17B6"
"3414","Enterocyte-marker genes (Haber et al., 2017)","ARF6"
"3415","Enterocyte-marker genes (Haber et al., 2017)","FABP6"
"3416","Enterocyte-marker genes (Haber et al., 2017)","APOC3"
"3417","Enterocyte-marker genes (Haber et al., 2017)","PMP22"
"3418","Enterocyte-marker genes (Haber et al., 2017)","KRT20"
"3419","Enterocyte-marker genes (Haber et al., 2017)","RBP2"
"3420","Enterocyte-marker genes (Haber et al., 2017)","KHK"
"3421","Enterocyte-marker genes (Haber et al., 2017)","MYO15B"
"7423","Enterocyte colon signature (Wang 2020)","CD24"
"7424","Enterocyte colon signature (Wang 2020)","GPX2"
"7425","Enterocyte colon signature (Wang 2020)","MUC1"
"7426","Enterocyte colon signature (Wang 2020)","PIGR"
"7427","Enterocyte colon signature (Wang 2020)","CA2"
"7428","Enterocyte colon signature (Wang 2020)","HMGCS2"
"7429","Enterocyte colon signature (Wang 2020)","MT-CO2"
"7430","Enterocyte colon signature (Wang 2020)","MT-CO3"
"7431","Enterocyte colon signature (Wang 2020)","CEACAM5"
"7432","Enterocyte colon signature (Wang 2020)","MUC4"
"7433","Enterocyte colon signature (Wang 2020)","VSIG2"
"7434","Enterocyte colon signature (Wang 2020)","C4orf48"
"7435","Enterocyte colon signature (Wang 2020)","LGALS9"
"7436","Enterocyte colon signature (Wang 2020)","GOLM1"
"7437","Enterocyte colon signature (Wang 2020)","CKB"
"7438","Enterocyte colon signature (Wang 2020)","BSG"
"7439","Enterocyte colon signature (Wang 2020)","ADH1C"
"7440","Enterocyte colon signature (Wang 2020)","IER3"
"7441","Enterocyte colon signature (Wang 2020)","AGR2"
"7442","Enterocyte colon signature (Wang 2020)","MGST1"
"7443","Enterocyte colon signature (Wang 2020)","HK2"
"7444","Enterocyte colon signature (Wang 2020)","FABP5"
"7445","Enterocyte colon signature (Wang 2020)","HSPB1"
"7446","Enterocyte colon signature (Wang 2020)","CD9"
"7447","Enterocyte colon signature (Wang 2020)","SQRDL"
"7448","Enterocyte colon signature (Wang 2020)","STARD10"
"7449","Enterocyte colon signature (Wang 2020)","SH3BGRL3"
"7450","Enterocyte colon signature (Wang 2020)","TMEM54"
"7451","Enterocyte colon signature (Wang 2020)","CA12"
"7452","Enterocyte colon signature (Wang 2020)","ITM2C"
"7453","Enterocyte colon signature (Wang 2020)","SLC26A2"
"7454","Enterocyte colon signature (Wang 2020)","FAM3D"
"7455","Enterocyte colon signature (Wang 2020)","MT-ND4"
"7456","Enterocyte colon signature (Wang 2020)","CYBA"
"7457","Enterocyte colon signature (Wang 2020)","IFITM3"
"7458","Enterocyte colon signature (Wang 2020)","MARCKS"
"7459","Enterocyte colon signature (Wang 2020)","C10orf99"
"7460","Enterocyte colon signature (Wang 2020)","SELENBP1"
"7461","Enterocyte colon signature (Wang 2020)","TSPO"
"7462","Enterocyte colon signature (Wang 2020)","PTMA"
"7463","Enterocyte colon signature (Wang 2020)","CEACAM7"
"7464","Enterocyte colon signature (Wang 2020)","ATP8B1"
"7465","Enterocyte colon signature (Wang 2020)","ABCC3"
"7466","Enterocyte colon signature (Wang 2020)","ACTG1"
"7467","Enterocyte colon signature (Wang 2020)","CD59"
"7468","Enterocyte colon signature (Wang 2020)","S100A6"
"7469","Enterocyte colon signature (Wang 2020)","FAM162A"
"7470","Enterocyte colon signature (Wang 2020)","AES"
"7471","Enterocyte colon signature (Wang 2020)","RPSA"
"7472","Enterocyte colon signature (Wang 2020)","TMSB4X"
"7473","Enterocyte colon signature (Wang 2020)","SEPW1"
"7474","Enterocyte colon signature (Wang 2020)","PPP1R1B"
"7475","Enterocyte colon signature (Wang 2020)","GIPC1"
"7476","Enterocyte colon signature (Wang 2020)","MARCKSL1"
"7477","Enterocyte colon signature (Wang 2020)","TSPAN1"
"7478","Enterocyte colon signature (Wang 2020)","GLUL"
"7479","Enterocyte colon signature (Wang 2020)","LCN2"
"7480","Enterocyte colon signature (Wang 2020)","RP11-357H14.17"
"7481","Enterocyte colon signature (Wang 2020)","DSTN"
"7482","Enterocyte colon signature (Wang 2020)","APP"
"7483","Enterocyte colon signature (Wang 2020)","CA4"
"7484","Enterocyte colon signature (Wang 2020)","IGFBP2"
"7485","Enterocyte colon signature (Wang 2020)","CYCS"
"7486","Enterocyte colon signature (Wang 2020)","MS4A12"
"7487","Enterocyte colon signature (Wang 2020)","WBP5"
"7488","Enterocyte colon signature (Wang 2020)","NANS"
"7489","Enterocyte colon signature (Wang 2020)","ATP10B"
"7490","Enterocyte colon signature (Wang 2020)","PARM1"
"7491","Enterocyte colon signature (Wang 2020)","CD63"
"7492","Enterocyte colon signature (Wang 2020)","RNF145"
"7493","Enterocyte colon signature (Wang 2020)","ACVRL1"
"7494","Enterocyte colon signature (Wang 2020)","SERF2"
"7495","Enterocyte colon signature (Wang 2020)","RPL4"
"7496","Enterocyte colon signature (Wang 2020)","C2orf82"
"7497","Enterocyte colon signature (Wang 2020)","PKP2"
"7498","Enterocyte colon signature (Wang 2020)","GFPT1"
"7499","Enterocyte colon signature (Wang 2020)","FAM120A"
"7500","Enterocyte colon signature (Wang 2020)","NXPE4"
"7501","Enterocyte colon signature (Wang 2020)","ETHE1"
"7502","Enterocyte colon signature (Wang 2020)","UGP2"
"7503","Enterocyte colon signature (Wang 2020)","S100A11"
"7504","Enterocyte colon signature (Wang 2020)","ETNK1"
"7505","Enterocyte colon signature (Wang 2020)","SATB2"
"7506","Enterocyte colon signature (Wang 2020)","TPM3"
"7507","Enterocyte colon signature (Wang 2020)","SLC44A1"
"7508","Enterocyte colon signature (Wang 2020)","ZG16"
"7509","Enterocyte colon signature (Wang 2020)","UGDH"
"7510","Enterocyte colon signature (Wang 2020)","MLXIP"
"7511","Enterocyte colon signature (Wang 2020)","SLC38A1"
"7512","Enterocyte colon signature (Wang 2020)","SMIM14"
"7513","Enterocyte colon signature (Wang 2020)","EMP2"
"7514","Enterocyte colon signature (Wang 2020)","ATP5G1"
"7515","Enterocyte colon signature (Wang 2020)","MGLL"
"7516","Enterocyte colon signature (Wang 2020)","KLF4"
"7517","Enterocyte colon signature (Wang 2020)","DSG2"
"7518","Enterocyte colon signature (Wang 2020)","FCGBP"
"7519","Enterocyte colon signature (Wang 2020)","LITAF"
"7520","Enterocyte colon signature (Wang 2020)","C9orf16"
"7521","Enterocyte colon signature (Wang 2020)","ID3"
"7522","Enterocyte colon signature (Wang 2020)","MUC12"
"7523","Enterocyte colon signature (Wang 2020)","CEACAM6"
"7524","Enterocyte colon signature (Wang 2020)","C15orf48"
"7525","Enterocyte colon signature (Wang 2020)","PLA2G10"
"7526","Enterocyte colon signature (Wang 2020)","PLSCR1"
"7527","Enterocyte colon signature (Wang 2020)","LLGL2"
"7528","Enterocyte colon signature (Wang 2020)","PLA2G2A"
"7529","Enterocyte colon signature (Wang 2020)","RRBP1"
"7530","Enterocyte colon signature (Wang 2020)","KTN1"
"7531","Enterocyte colon signature (Wang 2020)","NUPR1"
"7532","Enterocyte colon signature (Wang 2020)","FRYL"
"7533","Enterocyte colon signature (Wang 2020)","PHB"
"7534","Enterocyte colon signature (Wang 2020)","MLEC"
"7535","Enterocyte colon signature (Wang 2020)","FXYD3"
"7536","Enterocyte colon signature (Wang 2020)","MT-CO1"
"7537","Enterocyte colon signature (Wang 2020)","APOBR"
"7538","Enterocyte colon signature (Wang 2020)","MT-ATP6"
"7539","Enterocyte colon signature (Wang 2020)","CA1"
"7540","Enterocyte colon signature (Wang 2020)","RPL18A"
"7541","Enterocyte colon signature (Wang 2020)","MAL2"
"7542","Enterocyte colon signature (Wang 2020)","DHRS9"
"7543","Enterocyte colon signature (Wang 2020)","ITGA6"
"7544","Enterocyte colon signature (Wang 2020)","MZT2B"
"7545","Enterocyte colon signature (Wang 2020)","PRKACB"
"7546","Enterocyte colon signature (Wang 2020)","HSPA1A"
"7547","Enterocyte colon signature (Wang 2020)","ZG16B"
"7548","Enterocyte colon signature (Wang 2020)","TCEA3"
"7549","Enterocyte colon signature (Wang 2020)","DENND2A"
"7550","Enterocyte colon signature (Wang 2020)","ACTR2"
"7551","Enterocyte colon signature (Wang 2020)","RPS2"
"7552","Enterocyte colon signature (Wang 2020)","MRPL12"
"7553","Enterocyte colon signature (Wang 2020)","CSTB"
"7554","Enterocyte colon signature (Wang 2020)","CD320"
"7555","Enterocyte colon signature (Wang 2020)","CEACAM1"
"7556","Enterocyte colon signature (Wang 2020)","KRT18"
"7557","Enterocyte colon signature (Wang 2020)","CTSS"
"7558","Enterocyte colon signature (Wang 2020)","PRDX6"
"7559","Enterocyte colon signature (Wang 2020)","MUC5B"
"7560","Enterocyte colon signature (Wang 2020)","NDRG2"
"7561","Enterocyte colon signature (Wang 2020)","SYNGR2"
"7562","Enterocyte colon signature (Wang 2020)","CCL28"
