"","term","gene"
"14428","fetal.epithelium.signature.common_Kazakevych_2017","BNIP3L"
"14429","fetal.epithelium.signature.common_Kazakevych_2017","BLMH"
"14430","fetal.epithelium.signature.common_Kazakevych_2017","FAM171A1"
"14431","fetal.epithelium.signature.common_Kazakevych_2017","KPNB1"
"14432","fetal.epithelium.signature.common_Kazakevych_2017","RAC3"
"14433","fetal.epithelium.signature.common_Kazakevych_2017","6030458C11RIK"
"14434","fetal.epithelium.signature.common_Kazakevych_2017","STX1A"
"14435","fetal.epithelium.signature.common_Kazakevych_2017","UNC119"
"14436","fetal.epithelium.signature.common_Kazakevych_2017","CRTAP"
"14437","fetal.epithelium.signature.common_Kazakevych_2017","SMS"
"14438","fetal.epithelium.signature.common_Kazakevych_2017","PTER"
"14439","fetal.epithelium.signature.common_Kazakevych_2017","LARS"
"14440","fetal.epithelium.signature.common_Kazakevych_2017","PTGES3"
"14441","fetal.epithelium.signature.common_Kazakevych_2017","2610318N02RIK"
"14442","fetal.epithelium.signature.common_Kazakevych_2017","ZDHHC12"
"14443","fetal.epithelium.signature.common_Kazakevych_2017","MEST"
"14444","fetal.epithelium.signature.common_Kazakevych_2017","MAPK7"
"14445","fetal.epithelium.signature.common_Kazakevych_2017","ADAMTS1"
"14446","fetal.epithelium.signature.common_Kazakevych_2017","FASN"
"14447","fetal.epithelium.signature.common_Kazakevych_2017","PSAT1"
"14448","fetal.epithelium.signature.common_Kazakevych_2017","MNS1"
"14449","fetal.epithelium.signature.common_Kazakevych_2017","SLC30A1"
"14450","fetal.epithelium.signature.common_Kazakevych_2017","FAM117A"
"14451","fetal.epithelium.signature.common_Kazakevych_2017","2010204K13RIK"
"14452","fetal.epithelium.signature.common_Kazakevych_2017","PPM1G"
"14453","fetal.epithelium.signature.common_Kazakevych_2017","MAB21L3"
"14454","fetal.epithelium.signature.common_Kazakevych_2017","ZBED4"
"14455","fetal.epithelium.signature.common_Kazakevych_2017","FHL3"
"14456","fetal.epithelium.signature.common_Kazakevych_2017","PGAP1"
"14457","fetal.epithelium.signature.common_Kazakevych_2017","RYBP"
"14458","fetal.epithelium.signature.common_Kazakevych_2017","MIRG"
"14459","fetal.epithelium.signature.common_Kazakevych_2017","DYNLL1"
"14460","fetal.epithelium.signature.common_Kazakevych_2017","SIX5"
"14461","fetal.epithelium.signature.common_Kazakevych_2017","SKA2"
"14462","fetal.epithelium.signature.common_Kazakevych_2017","HNRNPD"
"14463","fetal.epithelium.signature.common_Kazakevych_2017","CHAF1A"
"14464","fetal.epithelium.signature.common_Kazakevych_2017","PHF13"
"14465","fetal.epithelium.signature.common_Kazakevych_2017","GRHPR"
"14466","fetal.epithelium.signature.common_Kazakevych_2017","BMYC"
"14467","fetal.epithelium.signature.common_Kazakevych_2017","HSPBAP1"
"14468","fetal.epithelium.signature.common_Kazakevych_2017","TRIP13"
"14469","fetal.epithelium.signature.common_Kazakevych_2017","NEU1"
"14470","fetal.epithelium.signature.common_Kazakevych_2017","NSDHL"
"14471","fetal.epithelium.signature.common_Kazakevych_2017","MVD"
"14472","fetal.epithelium.signature.common_Kazakevych_2017","CLCN6"
"14473","fetal.epithelium.signature.common_Kazakevych_2017","ZFP184"
"14474","fetal.epithelium.signature.common_Kazakevych_2017","RRM2"
"14475","fetal.epithelium.signature.common_Kazakevych_2017","ATF5"
"14476","fetal.epithelium.signature.common_Kazakevych_2017","3110082I17RIK"
"14477","fetal.epithelium.signature.common_Kazakevych_2017","NEDD4"
"14478","fetal.epithelium.signature.common_Kazakevych_2017","TMED1"
"14479","fetal.epithelium.signature.common_Kazakevych_2017","OPN3"
"14480","fetal.epithelium.signature.common_Kazakevych_2017","AFM"
"14481","fetal.epithelium.signature.common_Kazakevych_2017","CTBS"
"14482","fetal.epithelium.signature.common_Kazakevych_2017","IPO11"
"14483","fetal.epithelium.signature.common_Kazakevych_2017","TRIM27"
"14484","fetal.epithelium.signature.common_Kazakevych_2017","FGFR2"
"14485","fetal.epithelium.signature.common_Kazakevych_2017","RASGEF1B"
"14486","fetal.epithelium.signature.common_Kazakevych_2017","CBX3"
"14487","fetal.epithelium.signature.common_Kazakevych_2017","HUS1"
"14488","fetal.epithelium.signature.common_Kazakevych_2017","CDCA4"
"14489","fetal.epithelium.signature.common_Kazakevych_2017","MMAB"
"14490","fetal.epithelium.signature.common_Kazakevych_2017","SMIM13"
"14491","fetal.epithelium.signature.common_Kazakevych_2017","METTL10"
"14492","fetal.epithelium.signature.common_Kazakevych_2017","RAN"
"14493","fetal.epithelium.signature.common_Kazakevych_2017","ITGA5"
"14494","fetal.epithelium.signature.common_Kazakevych_2017","FAM60A"
"14495","fetal.epithelium.signature.common_Kazakevych_2017","MACC1"
"14496","fetal.epithelium.signature.common_Kazakevych_2017","ANXA3"
"14497","fetal.epithelium.signature.common_Kazakevych_2017","IMPDH1"
"14498","fetal.epithelium.signature.common_Kazakevych_2017","VWA5B2"
"14499","fetal.epithelium.signature.common_Kazakevych_2017","PPL"
"14500","fetal.epithelium.signature.common_Kazakevych_2017","SMARCA5"
"14501","fetal.epithelium.signature.common_Kazakevych_2017","HSD17B7"
"14502","fetal.epithelium.signature.common_Kazakevych_2017","CLCF1"
"14503","fetal.epithelium.signature.common_Kazakevych_2017","ELF4"
"14504","fetal.epithelium.signature.common_Kazakevych_2017","TMED2"
"14505","fetal.epithelium.signature.common_Kazakevych_2017","ANKRD37"
"14506","fetal.epithelium.signature.common_Kazakevych_2017","PRMT1"
"14507","fetal.epithelium.signature.common_Kazakevych_2017","SLC39A10"
"14508","fetal.epithelium.signature.common_Kazakevych_2017","CAD"
"14509","fetal.epithelium.signature.common_Kazakevych_2017","SEMA4C"
"14510","fetal.epithelium.signature.common_Kazakevych_2017","IDI1"
"14511","fetal.epithelium.signature.common_Kazakevych_2017","TAF6L"
"14512","fetal.epithelium.signature.common_Kazakevych_2017","LDLR"
"14513","fetal.epithelium.signature.common_Kazakevych_2017","MORF4L1"
"14514","fetal.epithelium.signature.common_Kazakevych_2017","RNF7"
"14515","fetal.epithelium.signature.common_Kazakevych_2017","4930483K19RIK"
"14516","fetal.epithelium.signature.common_Kazakevych_2017","PSPH"
"14517","fetal.epithelium.signature.common_Kazakevych_2017","DNALC4"
"14518","fetal.epithelium.signature.common_Kazakevych_2017","UHRF1"
"14519","fetal.epithelium.signature.common_Kazakevych_2017","CFL2"
"14520","fetal.epithelium.signature.common_Kazakevych_2017","WTIP"
"14521","fetal.epithelium.signature.common_Kazakevych_2017","CUL4B"
"14522","fetal.epithelium.signature.common_Kazakevych_2017","DNMT3B"
"14523","fetal.epithelium.signature.common_Kazakevych_2017","ZFP105"
"14524","fetal.epithelium.signature.common_Kazakevych_2017","RAB15"
"14525","fetal.epithelium.signature.common_Kazakevych_2017","MAB21L2"
"14526","fetal.epithelium.signature.common_Kazakevych_2017","SRSF9"
"14527","fetal.epithelium.signature.common_Kazakevych_2017","UBQLN2"
"14528","fetal.epithelium.signature.common_Kazakevych_2017","CCNE2"
"14529","fetal.epithelium.signature.common_Kazakevych_2017","ZFP322A"
"14530","fetal.epithelium.signature.common_Kazakevych_2017","PABPC4"
"14531","fetal.epithelium.signature.common_Kazakevych_2017","DNAJC10"
"14532","fetal.epithelium.signature.common_Kazakevych_2017","HMGN2"
"14533","fetal.epithelium.signature.common_Kazakevych_2017","CLU"
"14534","fetal.epithelium.signature.common_Kazakevych_2017","CHIC1"
"14535","fetal.epithelium.signature.common_Kazakevych_2017","PDIA4"
"14536","fetal.epithelium.signature.common_Kazakevych_2017","MTAP"
"14537","fetal.epithelium.signature.common_Kazakevych_2017","GAMT"
"14538","fetal.epithelium.signature.common_Kazakevych_2017","MYEF2"
"14539","fetal.epithelium.signature.common_Kazakevych_2017","ORAI3"
"14540","fetal.epithelium.signature.common_Kazakevych_2017","1190002N15RIK"
"14541","fetal.epithelium.signature.common_Kazakevych_2017","GM5088"
"14542","fetal.epithelium.signature.common_Kazakevych_2017","MIR1188"
"14543","fetal.epithelium.signature.common_Kazakevych_2017","ZFP467"
"14544","fetal.epithelium.signature.common_Kazakevych_2017","PAIP2B"
"14545","fetal.epithelium.signature.common_Kazakevych_2017","H3F3A"
"14546","fetal.epithelium.signature.common_Kazakevych_2017","PYCR2"
"14547","fetal.epithelium.signature.common_Kazakevych_2017","PDIA6"
"14548","fetal.epithelium.signature.common_Kazakevych_2017","RNF208"
"14549","fetal.epithelium.signature.common_Kazakevych_2017","MIR3070B"
"14550","fetal.epithelium.signature.common_Kazakevych_2017","LRRFIP1"
"14551","fetal.epithelium.signature.common_Kazakevych_2017","DUSP12"
"14552","fetal.epithelium.signature.common_Kazakevych_2017","LSM10"
"14553","fetal.epithelium.signature.common_Kazakevych_2017","S100A11"
"14554","fetal.epithelium.signature.common_Kazakevych_2017","CRLF3"
"14555","fetal.epithelium.signature.common_Kazakevych_2017","SNX8"
"14556","fetal.epithelium.signature.common_Kazakevych_2017","ZDHHC2"
"14557","fetal.epithelium.signature.common_Kazakevych_2017","2310022B05RIK"
"14558","fetal.epithelium.signature.common_Kazakevych_2017","PIM2"
"14559","fetal.epithelium.signature.common_Kazakevych_2017","MIR377"
"14560","fetal.epithelium.signature.common_Kazakevych_2017","FIGNL1"
"14561","fetal.epithelium.signature.common_Kazakevych_2017","LOC106740"
"14562","fetal.epithelium.signature.common_Kazakevych_2017","NEK8"
"14563","fetal.epithelium.signature.common_Kazakevych_2017","NRADD"
"14564","fetal.epithelium.signature.common_Kazakevych_2017","CD59A"
"14565","fetal.epithelium.signature.common_Kazakevych_2017","MIR493"
"14566","fetal.epithelium.signature.common_Kazakevych_2017","CSTB"
"14567","fetal.epithelium.signature.common_Kazakevych_2017","ACPT"
"14568","fetal.epithelium.signature.common_Kazakevych_2017","DQ267102"
"14569","fetal.epithelium.signature.common_Kazakevych_2017","AF357426"
"14570","fetal.epithelium.signature.common_Kazakevych_2017","NFE2L3"
"14571","fetal.epithelium.signature.common_Kazakevych_2017","MIR329"
"14572","fetal.epithelium.signature.common_Kazakevych_2017","CYP20A1"
"14573","fetal.epithelium.signature.common_Kazakevych_2017","2610306M01RIK"
"14574","fetal.epithelium.signature.common_Kazakevych_2017","B9D1"
"14575","fetal.epithelium.signature.common_Kazakevych_2017","GM129"
"14576","fetal.epithelium.signature.common_Kazakevych_2017","DQ267100"
"14577","fetal.epithelium.signature.common_Kazakevych_2017","MIR134"
"14578","fetal.epithelium.signature.common_Kazakevych_2017","MIR3072"
"14579","fetal.epithelium.signature.common_Kazakevych_2017","SYNE4"
"14580","fetal.epithelium.signature.common_Kazakevych_2017","KBTBD8"
"14581","fetal.epithelium.signature.common_Kazakevych_2017","ACOT1"
"14582","fetal.epithelium.signature.common_Kazakevych_2017","SERF1"
"14583","fetal.epithelium.signature.common_Kazakevych_2017","MIR453"
"14584","fetal.epithelium.signature.common_Kazakevych_2017","NENF"
"14585","fetal.epithelium.signature.common_Kazakevych_2017","TLCD1"
"14586","fetal.epithelium.signature.common_Kazakevych_2017","SNORD88C"
"14587","fetal.epithelium.signature.common_Kazakevych_2017","MIR665"
"14588","fetal.epithelium.signature.common_Kazakevych_2017","AF357355"
"14589","fetal.epithelium.signature.common_Kazakevych_2017","MIR25"
"14590","fetal.epithelium.signature.common_Kazakevych_2017","CRELD1"
"14591","fetal.epithelium.signature.common_Kazakevych_2017","MIR382"
"14592","fetal.epithelium.signature.common_Kazakevych_2017","MIR186"
"14593","fetal.epithelium.signature.common_Kazakevych_2017","MIR341"
"14594","fetal.epithelium.signature.common_Kazakevych_2017","MIR667"
"14595","fetal.epithelium.signature.common_Kazakevych_2017","MIR370"
"14596","fetal.epithelium.signature.common_Kazakevych_2017","CRP"
"14597","fetal.epithelium.signature.common_Kazakevych_2017","HIST1H4J"
"14598","fetal.epithelium.signature.common_Kazakevych_2017","MIR379"
"14599","fetal.epithelium.signature.common_Kazakevych_2017","1700001P01RIK"
"14600","fetal.epithelium.signature.common_Kazakevych_2017","ARPC2"
"14601","fetal.epithelium.signature.common_Kazakevych_2017","ACTR3"
"14602","fetal.epithelium.signature.common_Kazakevych_2017","CANX"
"14603","fetal.epithelium.signature.common_Kazakevych_2017","SSR3"
"14604","fetal.epithelium.signature.common_Kazakevych_2017","CLTC"
"14605","fetal.epithelium.signature.common_Kazakevych_2017","CDC42"
"14606","fetal.epithelium.signature.common_Kazakevych_2017","GPI1"
"14607","fetal.epithelium.signature.common_Kazakevych_2017","KIF5B"
"14608","fetal.epithelium.signature.common_Kazakevych_2017","ACTR2"
"14609","fetal.epithelium.signature.common_Kazakevych_2017","ROCK2"
"14610","fetal.epithelium.signature.common_Kazakevych_2017","LIN7C"
"14611","fetal.epithelium.signature.common_Kazakevych_2017","SNX3"
"14612","fetal.epithelium.signature.common_Kazakevych_2017","COPG1"
"14613","fetal.epithelium.signature.common_Kazakevych_2017","ACADL"
"14614","fetal.epithelium.signature.common_Kazakevych_2017","LMAN1"
"14615","fetal.epithelium.signature.common_Kazakevych_2017","TMED7"
"14616","fetal.epithelium.signature.common_Kazakevych_2017","GNG5"
"14617","fetal.epithelium.signature.common_Kazakevych_2017","VPS4B"
"14618","fetal.epithelium.signature.common_Kazakevych_2017","8430427H17RIK"
"14619","fetal.epithelium.signature.common_Kazakevych_2017","CGN"
"14620","fetal.epithelium.signature.common_Kazakevych_2017","ATP6V1B2"
"14621","fetal.epithelium.signature.common_Kazakevych_2017","UNC50"
"14622","fetal.epithelium.signature.common_Kazakevych_2017","VDAC3"
"14623","fetal.epithelium.signature.common_Kazakevych_2017","NUS1"
"14624","fetal.epithelium.signature.common_Kazakevych_2017","NIPA2"
"14625","fetal.epithelium.signature.common_Kazakevych_2017","LACTB2"
"14626","fetal.epithelium.signature.common_Kazakevych_2017","ALKBH5"
"14627","fetal.epithelium.signature.common_Kazakevych_2017","RASSF3"
"14628","fetal.epithelium.signature.common_Kazakevych_2017","RAB3GAP2"
"14629","fetal.epithelium.signature.common_Kazakevych_2017","BRI3BP"
"14630","fetal.epithelium.signature.common_Kazakevych_2017","PIP4K2C"
"14631","fetal.epithelium.signature.common_Kazakevych_2017","LAMTOR3"
"14632","fetal.epithelium.signature.common_Kazakevych_2017","EXOC5"
"14633","fetal.epithelium.signature.common_Kazakevych_2017","DCUN1D1"
"14634","fetal.epithelium.signature.common_Kazakevych_2017","KHNYN"
"14635","fetal.epithelium.signature.common_Kazakevych_2017","PEX14"
"14636","fetal.epithelium.signature.common_Kazakevych_2017","PTPRJ"
"14637","fetal.epithelium.signature.common_Kazakevych_2017","SLC25A38"
"14638","fetal.epithelium.signature.common_Kazakevych_2017","DSCR3"
"14639","fetal.epithelium.signature.common_Kazakevych_2017","TRUB2"
"14640","fetal.epithelium.signature.common_Kazakevych_2017","CIAPIN1"
"14641","fetal.epithelium.signature.common_Kazakevych_2017","TMEM241"
"14642","fetal.epithelium.signature.common_Kazakevych_2017","PTP4A1"
"14643","fetal.epithelium.signature.common_Kazakevych_2017","OAF"
"14644","fetal.epithelium.signature.common_Kazakevych_2017","CDKL2"
"14645","fetal.epithelium.signature.common_Kazakevych_2017","NEU3"
"14646","fetal.epithelium.signature.common_Kazakevych_2017","PTPRS"
"14647","fetal.epithelium.signature.common_Kazakevych_2017","NMRAL1"
"14648","fetal.epithelium.signature.common_Kazakevych_2017","IFT81"
"14649","fetal.epithelium.signature.common_Kazakevych_2017","RASL11B"
"14650","fetal.epithelium.signature.common_Kazakevych_2017","WDR77"
"14651","fetal.epithelium.signature.common_Kazakevych_2017","PLA2G12A"
"14652","fetal.epithelium.signature.common_Kazakevych_2017","UTP15"
"14653","fetal.epithelium.signature.common_Kazakevych_2017","MSH6"
"14654","fetal.epithelium.signature.common_Kazakevych_2017","FADS1"
"14655","fetal.epithelium.signature.common_Kazakevych_2017","DDX18"
"14656","fetal.epithelium.signature.common_Kazakevych_2017","MCM7"
"14657","fetal.epithelium.signature.common_Kazakevych_2017","SUV39H2"
"14658","fetal.epithelium.signature.common_Kazakevych_2017","DVL2"
"14659","fetal.epithelium.signature.common_Kazakevych_2017","SNORA7A"
"14660","AbSC_Pos_Bala_2023","LY6A"
"14661","AbSC_Pos_Bala_2023","S100A6"
"14662","AbSC_Pos_Bala_2023","WFDC18"
"14663","AbSC_Pos_Bala_2023","CLU"
"14664","AbSC_Pos_Bala_2023","IFITM3"
"14665","AbSC_Pos_Bala_2023","IFITM1"
"14666","AbSC_Pos_Bala_2023","LY6D"
"14667","AbSC_Pos_Bala_2023","LCN2"
"14668","AbSC_Pos_Bala_2023","LY6E"
"14669","AbSC_Pos_Bala_2023","S100A11"
"14670","AbSC_Pos_Bala_2023","IER3"
"14671","AbSC_Pos_Bala_2023","TMSB10"
"14672","AbSC_Pos_Bala_2023","CYBA"
"14673","AbSC_Pos_Bala_2023","MARCKSL1"
"14674","AbSC_Pos_Bala_2023","MMP7"
"14675","AbSC_Pos_Bala_2023","ISG15"
"14676","AbSC_Pos_Bala_2023","IGFBP4"
"14677","AbSC_Pos_Bala_2023","CLDN4"
"14678","AbSC_Pos_Bala_2023","FXYD3"
"14679","AbSC_Pos_Bala_2023","CD9"
"14680","AbSC_Pos_Bala_2023","ECSCR"
"14681","AbSC_Pos_Bala_2023","ASPSCR1"
"14682","AbSC_Pos_Bala_2023","PHLDA1"
"14683","AbSC_Pos_Bala_2023","BST2"
"14684","AbSC_Pos_Bala_2023","NKD1"
"14685","AbSC_Pos_Bala_2023","H2-Q7"
"14686","AbSC_Pos_Bala_2023","BEX1"
"14687","AbSC_Pos_Bala_2023","STAT1"
"14688","AbSC_Pos_Bala_2023","MIF"
"14689","AbSC_Pos_Bala_2023","TUBB5"
"14690","AbSC_Pos_Bala_2023","KRT7"
"14691","AbSC_Pos_Bala_2023","PGLYRP1"
"14692","AbSC_Pos_Bala_2023","CEBPD"
"14693","AbSC_Pos_Bala_2023","IFITM2"
"14694","AbSC_Pos_Bala_2023","H2-EB1"
"14695","AbSC_Pos_Bala_2023","SOX4"
"14696","AbSC_Pos_Bala_2023","RBM3"
"14697","AbSC_Pos_Bala_2023","2210407C18RIK"
"14698","AbSC_Pos_Bala_2023","S100A14"
"14699","AbSC_Pos_Bala_2023","CD74"
"14700","AbSC_Pos_Bala_2023","CTSL"
"14701","AbSC_Pos_Bala_2023","SCD2"
"14702","AbSC_Pos_Bala_2023","PSMB8"
"14703","AbSC_Pos_Bala_2023","HMGN1"
"14704","AbSC_Pos_Bala_2023","H2-D1"
"14705","AbSC_Pos_Bala_2023","MSX1"
"14706","AbSC_Pos_Bala_2023","BLVRB"
"14707","AbSC_Pos_Bala_2023","NFKBIA"
"14708","AbSC_Pos_Bala_2023","MYL12A"
"14709","AbSC_Pos_Bala_2023","TCEAL9"
"14710","AbSC_Pos_Bala_2023","PLA2G12A"
"14711","AbSC_Pos_Bala_2023","TNFRSF12A"
"14712","AbSC_Pos_Bala_2023","NAP1L1"
"14713","AbSC_Pos_Bala_2023","KRT18"
"14714","AbSC_Pos_Bala_2023","PRMT1"
"14715","AbSC_Pos_Bala_2023","CHMP4B"
"14716","AbSC_Pos_Bala_2023","TMSB4X"
"14717","AbSC_Pos_Bala_2023","ETS2"
"14718","AbSC_Pos_Bala_2023","KRT23"
"14719","AbSC_Pos_Bala_2023","NCL"
"14720","AbSC_Pos_Bala_2023","SPRR2A3"
"14721","AbSC_Pos_Bala_2023","H2-AB1"
"14722","AbSC_Pos_Bala_2023","CCND1"
"14723","AbSC_Pos_Bala_2023","PROX1"
"14724","AbSC_Pos_Bala_2023","RTP4"
"14725","AbSC_Pos_Bala_2023","IIGP1"
"14726","AbSC_Pos_Bala_2023","H2-Q4"
"14727","AbSC_Pos_Bala_2023","GSTM5"
"14728","AbSC_Pos_Bala_2023","CEACAM10"
"14729","AbSC_Pos_Bala_2023","BOK"
"14730","AbSC_Pos_Bala_2023","DYNLL1"
"14731","AbSC_Pos_Bala_2023","S100A16"
"14732","AbSC_Pos_Bala_2023","ZBP1"
"14733","AbSC_Pos_Bala_2023","LGALS3"
"14734","AbSC_Pos_Bala_2023","H2-K1"
"14735","AbSC_Pos_Bala_2023","HSP90AB1"
"14736","AbSC_Pos_Bala_2023","AXIN2"
"14737","AbSC_Pos_Bala_2023","IGTP"
"14738","AbSC_Pos_Bala_2023","TSPO"
"14739","AbSC_Pos_Bala_2023","SKP1A"
"14740","AbSC_Pos_Bala_2023","ACTG1"
"14741","AbSC_Pos_Bala_2023","EIF3C"
"14742","AbSC_Pos_Bala_2023","HES6"
"14743","AbSC_Pos_Bala_2023","EMP2"
"14744","AbSC_Pos_Bala_2023","ANXA2"
"14745","AbSC_Pos_Bala_2023","SELENOH"
"14746","AbSC_Pos_Bala_2023","NHP2"
"14747","AbSC_Pos_Bala_2023","XAF1"
"14748","AbSC_Pos_Bala_2023","APP"
"14749","AbSC_Pos_Bala_2023","HNRNPA1"
"14750","AbSC_Pos_Bala_2023","EIF2S2"
"14751","AbSC_Pos_Bala_2023","CXADR"
"14752","AbSC_Pos_Bala_2023","DUOXA2"
"14753","AbSC_Pos_Bala_2023","METAP2"
"14754","AbSC_Pos_Bala_2023","SLC25A4"
"14755","AbSC_Pos_Bala_2023","STMN1"
"14756","AbSC_Pos_Bala_2023","ALDOA"
"14757","AbSC_Pos_Bala_2023","PEBP1"
"14758","AbSC_Pos_Bala_2023","IRF7"
"14759","AbSC_Pos_Bala_2023","SDC1"
"14760","AbSC_Pos_Bala_2023","PRDX2"
"14761","AbSC_Pos_Bala_2023","CFL1"
"14762","AbSC_Pos_Bala_2023","MT2"
"14763","AbSC_Pos_Bala_2023","RNF213"
"14764","AbSC_Pos_Bala_2023","PSME1"
"14765","AbSC_Pos_Bala_2023","PDLIM7"
"14766","AbSC_Pos_Bala_2023","CLIC1"
"14767","AbSC_Pos_Bala_2023","CELA1"
"14768","AbSC_Pos_Bala_2023","CTXN1"
"14769","AbSC_Pos_Bala_2023","NPM1"
"14770","AbSC_Pos_Bala_2023","HNRNPAB"
"14771","AbSC_Pos_Bala_2023","ID3"
"14772","AbSC_Pos_Bala_2023","IFI47"
"14773","AbSC_Pos_Bala_2023","SYPL"
"14774","AbSC_Pos_Bala_2023","ATP6V1G1"
"14775","AbSC_Pos_Bala_2023","PMEPA1"
"14776","AbSC_Pos_Bala_2023","VARS"
"14777","AbSC_Pos_Bala_2023","B2M"
"14778","AbSC_Pos_Bala_2023","EIF4A1"
"14779","AbSC_Pos_Bala_2023","CD44"
"14780","AbSC_Pos_Bala_2023","NOP56"
"14781","AbSC_Pos_Bala_2023","LAMP2"
"14782","AbSC_Pos_Bala_2023","SMARCA4"
"14783","AbSC_Pos_Bala_2023","OAS1A"
"14784","AbSC_Pos_Bala_2023","HEBP2"
"14785","AbSC_Pos_Bala_2023","ANP32A"
"14786","AbSC_Pos_Bala_2023","TAF1D"
"14787","AbSC_Pos_Bala_2023","HMGN2"
"14788","AbSC_Pos_Bala_2023","H2-DMB1"
"14789","AbSC_Pos_Bala_2023","PSMA3"
"14790","AbSC_Pos_Bala_2023","CSTB"
"14791","AbSC_Pos_Bala_2023","FUS"
"14792","AbSC_Pos_Bala_2023","EIF5B"
"14793","AbSC_Pos_Bala_2023","UBE2I"
"14794","AbSC_Pos_Bala_2023","XRN2"
"14795","AbSC_Pos_Bala_2023","RPSA"
"14796","AbSC_Pos_Bala_2023","CIRBP"
"14797","AbSC_Pos_Bala_2023","SNHG12"
"14798","AbSC_Pos_Bala_2023","KTN1"
"14799","AbSC_Pos_Bala_2023","CCDC34"
"14800","AbSC_Pos_Bala_2023","RTN4"
"14801","AbSC_Pos_Bala_2023","CD47"
"14802","AbSC_Pos_Bala_2023","FERMT1"
"14803","AbSC_Pos_Bala_2023","SNHG6"
"14804","AbSC_Pos_Bala_2023","TRMT112"
"14805","AbSC_Pos_Bala_2023","GAPDH"
"14806","AbSC_Pos_Bala_2023","AVPI1"
"14807","AbSC_Pos_Bala_2023","DSG2"
"14808","AbSC_Pos_Bala_2023","TGIF1"
"14809","AbSC_Pos_Bala_2023","RPS15"
"14810","AbSC_Pos_Bala_2023","SHISA5"
"14811","AbSC_Pos_Bala_2023","GLUL"
"14812","AbSC_Pos_Bala_2023","TES"
"14813","AbSC_Pos_Bala_2023","BEX3"
"14814","AbSC_Pos_Bala_2023","RPL36"
"14815","AbSC_Pos_Bala_2023","PSMD7"
"14816","AbSC_Pos_Bala_2023","SET"
"14817","AbSC_Pos_Bala_2023","LLPH"
"14818","AbSC_Pos_Bala_2023","ATP6V1F"
"14819","AbSC_Pos_Bala_2023","DDIT4"
"14820","AbSC_Pos_Bala_2023","ARPC1B"
"14821","AbSC_Pos_Bala_2023","DDX24"
"14822","AbSC_Pos_Bala_2023","GPX2"
"14823","AbSC_Pos_Bala_2023","ACTN1"
"14824","AbSC_Pos_Bala_2023","HNRNPA3"
"14825","AbSC_Pos_Bala_2023","URAH"
"14826","AbSC_Pos_Bala_2023","NTMT1"
"14827","AbSC_Pos_Bala_2023","PPP1CA"
"14828","AbSC_Pos_Bala_2023","PTMS"
"14829","AbSC_Pos_Bala_2023","PSMA7"
"14830","AbSC_Pos_Bala_2023","RPL41"
"14831","AbSC_Pos_Bala_2023","DNAJC2"
"14832","AbSC_Pos_Bala_2023","CDK4"
"14833","AbSC_Pos_Bala_2023","SNRPE"
"14834","AbSC_Pos_Bala_2023","H2AFY"
"14835","AbSC_Pos_Bala_2023","SMARCC1"
"14836","AbSC_Pos_Bala_2023","1810022K09RIK"
"14837","AbSC_Pos_Bala_2023","SOX9"
"14838","AbSC_Pos_Bala_2023","RPL6"
"14839","AbSC_Pos_Bala_2023","RPL31"
"14840","AbSC_Pos_Bala_2023","PSMD4"
"14841","AbSC_Pos_Bala_2023","RNH1"
"14842","AbSC_Pos_Bala_2023","MAFG"
"14843","AbSC_Pos_Bala_2023","CSRP1"
"14844","AbSC_Pos_Bala_2023","KNOP1"
"14845","AbSC_Pos_Bala_2023","GNL3"
"14846","AbSC_Pos_Bala_2023","CHD4"
"14847","AbSC_Pos_Bala_2023","EHF"
"14848","AbSC_Pos_Bala_2023","H2-T22"
"14849","AbSC_Pos_Bala_2023","NEDD4"
"14850","AbSC_Pos_Bala_2023","1110004F10RIK"
"14851","AbSC_Pos_Bala_2023","BCAS2"
"14852","AbSC_Pos_Bala_2023","MBD3"
"14853","AbSC_Pos_Bala_2023","CCT5"
"14854","AbSC_Pos_Bala_2023","PSMB5"
"14855","AbSC_Pos_Bala_2023","1500011B03RIK"
"14856","AbSC_Pos_Bala_2023","H3F3B"
"14857","AbSC_Pos_Bala_2023","PARP14"
"14858","AbSC_Pos_Bala_2023","PTMA"
"14859","AbSC_Pos_Bala_2023","IRF1"
"14860","AbSC_Pos_Bala_2023","EPB41L4AOS"
"14861","AbSC_Pos_Bala_2023","2010111I01RIK"
"14862","AbSC_Pos_Bala_2023","TUBB2B"
"14863","AbSC_Pos_Bala_2023","CENPM"
"14864","AbSC_Pos_Bala_2023","POLR2F"
"14865","AbSC_Pos_Bala_2023","RPL11"
"14866","AbSC_Pos_Bala_2023","TAP1"
"14867","AbSC_Pos_Bala_2023","HNRNPDL"
"14868","AbSC_Pos_Bala_2023","UBE2S"
"14869","AbSC_Pos_Bala_2023","NENF"
"14870","AbSC_Pos_Bala_2023","SRRM2"
"14871","AbSC_Pos_Bala_2023","MT1"
"14872","AbSC_Pos_Bala_2023","RPL38"
"14873","AbSC_Pos_Bala_2023","EIF5A"
"14874","AbSC_Pos_Bala_2023","CD24A"
"14875","AbSC_Pos_Bala_2023","SNRPB"
"14876","AbSC_Pos_Bala_2023","LSM7"
"14877","AbSC_Pos_Bala_2023","GIPC1"
"14878","AbSC_Pos_Bala_2023","KCNE3"
"14879","AbSC_Pos_Bala_2023","ARID5B"
