HGNC ID	Approved symbol	RefSeq IDs	Ensembl gene ID
HGNC:55815	SMIM44	NM_001395954	ENSG00000284638
HGNC:27930	SMIM45	NM_001395940	ENSG00000205704
HGNC:56307	SMIM46		ENSG00000289762
HGNC:53452	SMIM47	NM_001384597	ENSG00000261341
HGNC:43561	SMKR1	NM_001195243	ENSG00000240204
HGNC:11116	SML1		
HGNC:44670	SMLR1	NM_001195597	ENSG00000256162
HGNC:11117	SMN1	NM_000344	ENSG00000172062
HGNC:11118	SMN2	NM_017411	ENSG00000205571
HGNC:16900	SMNDC1	NM_005871	ENSG00000119953
HGNC:11119	SMO	NM_005631	ENSG00000128602
HGNC:20318	SMOC1		ENSG00000198732
HGNC:20323	SMOC2		ENSG00000112562
HGNC:15862	SMOX	NM_175842	ENSG00000088826
HGNC:11120	SMPD1	NM_000543	ENSG00000166311
HGNC:11121	SMPD2		ENSG00000135587
HGNC:14240	SMPD3	NM_018667	ENSG00000103056
HGNC:32949	SMPD4	NM_017751	ENSG00000136699
HGNC:24761	SMPD4BP	NR_026922	ENSG00000152117
HGNC:39673	SMPD4P1	NG_028286	ENSG00000223553
HGNC:39674	SMPD4P2	NG_011395	ENSG00000229147
HGNC:52275	SMPD5	NR_158554	ENSG00000204791
HGNC:17389	SMPDL3A	NM_006714	ENSG00000172594
HGNC:21416	SMPDL3B	NM_014474	ENSG00000130768
HGNC:11122	SMPX	NM_014332	ENSG00000091482
HGNC:19216	SMR3A	NM_012390	ENSG00000109208
HGNC:17326	SMR3B	NM_006685	ENSG00000171201
HGNC:11123	SMS	NM_004595	ENSG00000102172
HGNC:54952	SMSP1	NG_026691	ENSG00000224656
HGNC:11126	SMTN	NM_134270	ENSG00000183963
HGNC:32394	SMTNL1	NM_001105565	ENSG00000214872
HGNC:24764	SMTNL2	NM_198501	ENSG00000188176
HGNC:18247	SMU1	NM_018225	ENSG00000122692
HGNC:54527	SMU1P1	NG_001588	ENSG00000237842
HGNC:17148	SMUG1	NM_014311	ENSG00000123415
HGNC:53307	SMUG1-AS1		ENSG00000283073
HGNC:49401	SMUG1P1		ENSG00000267444
HGNC:16807	SMURF1	NM_020429	ENSG00000198742
HGNC:16809	SMURF2	NM_022739	ENSG00000108854
HGNC:44402	SMURF2P1		ENSG00000248121
HGNC:20986	SMYD1	NM_001330364	ENSG00000115593
HGNC:20982	SMYD2	NM_020197	ENSG00000143499
HGNC:15513	SMYD3	NM_022743	ENSG00000185420
HGNC:40708	SMYD3-AS1		ENSG00000226876
HGNC:41406	SMYD3-IT1		ENSG00000230184
HGNC:21067	SMYD4	NM_052928	ENSG00000186532
HGNC:16258	SMYD5	NM_006062	ENSG00000135632
HGNC:11128	SNAI1		ENSG00000124216
HGNC:11129	SNAI1P1	NG_000884	ENSG00000237194
HGNC:11094	SNAI2	NM_003068	ENSG00000019549
HGNC:18411	SNAI3		ENSG00000185669
HGNC:28327	SNAI3-AS1		ENSG00000260630
HGNC:11130	SNAP		
HGNC:11131	SNAP23	NM_003825	ENSG00000092531
HGNC:16561	SNAP23P1	NG_033168	ENSG00000230758
HGNC:11132	SNAP25	NM_130811	ENSG00000132639
HGNC:44312	SNAP25-AS1	NR_040710	ENSG00000227906
HGNC:11133	SNAP29	NM_004782	ENSG00000099940
HGNC:30669	SNAP47	NM_053052	ENSG00000143740
HGNC:41501	SNAP47-AS1		ENSG00000230005
HGNC:14986	SNAP91		ENSG00000065609
HGNC:11134	SNAPC1	NM_003082	ENSG00000023608
HGNC:11135	SNAPC2	NM_003083	ENSG00000104976
HGNC:11136	SNAPC3	NM_001039697	ENSG00000164975
HGNC:11137	SNAPC4	NM_003086	ENSG00000165684
HGNC:15484	SNAPC5		ENSG00000174446
HGNC:38667	SNAPC5P1		ENSG00000241216
HGNC:17145	SNAPIN	NM_012437	ENSG00000143553
HGNC:34304	SNAR-A1	NR_004435	
HGNC:34305	SNAR-A2	NR_004436	
HGNC:34306	SNAR-A3	NR_024214	
HGNC:34307	SNAR-A4	NR_024215	
HGNC:34308	SNAR-A5	NR_024223	
HGNC:34309	SNAR-A6	NR_024227	
HGNC:34310	SNAR-A7	NR_024224	
HGNC:34311	SNAR-A8	NR_024228	
HGNC:34312	SNAR-A9	NR_024226	
HGNC:34313	SNAR-A10	NR_024229	
HGNC:34314	SNAR-A11	NR_024225	
HGNC:34315	SNAR-A12	NR_004437	
HGNC:34316	SNAR-A13	NR_024216	
HGNC:34338	SNAR-A14	NR_024242	
HGNC:34317	SNAR-B1	NR_024231	
HGNC:34318	SNAR-B2	NR_024230	
HGNC:34319	SNAR-C1	NR_024220	
HGNC:34320	SNAR-C2	NR_024217	
HGNC:34321	SNAR-C3	NR_024221	
HGNC:34322	SNAR-C4	NR_024218	
HGNC:34323	SNAR-C5	NR_024219	
HGNC:34324	SNAR-D	NR_024243	
HGNC:34325	SNAR-E	NR_024258	
HGNC:34326	SNAR-F	NR_004384	
HGNC:34327	SNAR-G1	NR_004383	
HGNC:34328	SNAR-G2	NR_024244	
HGNC:34329	SNAR-H	NR_024342	
HGNC:34330	SNAR-I	NR_024343	
HGNC:23701	SNAX1		
HGNC:11138	SNCA		ENSG00000145335
HGNC:50600	SNCA-AS1		ENSG00000247775
HGNC:11139	SNCAIP		ENSG00000064692
HGNC:11140	SNCB	NM_001001502	ENSG00000074317
HGNC:11141	SNCG		ENSG00000173267
HGNC:30646	SND1	NM_014390	ENSG00000197157
HGNC:55639	SND1-DT		ENSG00000240790
HGNC:24158	SND1-IT1	NR_027330	
HGNC:24696	SNED1	NM_001080437	ENSG00000162804
HGNC:41060	SNED1-AS1		ENSG00000225521
HGNC:11143	SNF2L1		
HGNC:11144	SNF2L2		
HGNC:11145	SNF2L3		
HGNC:11146	SNF2L4		
HGNC:11147	SNF5L1		
HGNC:17028	SNF8	NM_007241	ENSG00000159210
HGNC:54702	SNF8P1	NG_021553	ENSG00000203387
HGNC:32688	SNHG1	NR_003098	ENSG00000255717
HGNC:10118	SNHG3	NR_002909.1	ENSG00000242125
HGNC:32964	SNHG4	NR_003141	
HGNC:21026	SNHG5	NR_003038	ENSG00000203875
HGNC:32965	SNHG6	NR_002599	ENSG00000245910
HGNC:28254	SNHG7	NR_003672	ENSG00000233016
HGNC:33098	SNHG8	NR_003584	ENSG00000269893
HGNC:33102	SNHG9	NR_003142	ENSG00000255198
HGNC:27510	SNHG10	NR_001459	ENSG00000247092
HGNC:25046	SNHG11	NR_003239	ENSG00000174365
HGNC:30062	SNHG12	NR_024127	ENSG00000197989
HGNC:37462	SNHG14	NR_146177	ENSG00000224078
HGNC:27797	SNHG15	NR_003697	ENSG00000232956
HGNC:44352	SNHG16	NR_038108	ENSG00000163597
HGNC:48600	SNHG17	NR_015366	ENSG00000196756
HGNC:49007	SNHG18	NR_045196	ENSG00000250786
HGNC:49574	SNHG19		ENSG00000260260
HGNC:33099	SNHG20	NR_027058	ENSG00000234912
HGNC:50284	SNHG21	NR_110096	ENSG00000250988
HGNC:50285	SNHG22	NR_117096	ENSG00000267322
HGNC:50622	SNHG23		
HGNC:50825	SNHG24		
HGNC:51534	SNHG25	NR_132278	ENSG00000266402
HGNC:53131	SNHG26	NR_146320	ENSG00000228649
HGNC:53481	SNHG27		ENSG00000251676
HGNC:27647	SNHG28	NR_147122	ENSG00000188004
HGNC:28619	SNHG29	NR_027160	ENSG00000175061
HGNC:52836	SNHG30	NR_135479	ENSG00000267321
HGNC:54196	SNHG31	NR_110292	ENSG00000229267
HGNC:19078	SNHG32	NR_160945	ENSG00000204387
HGNC:48575	SNHG33	NR_038301	ENSG00000240024
HGNC:30587	SNIP1	NM_024700	ENSG00000163877
HGNC:11149	SNN	NM_003498	ENSG00000184602
HGNC:32557	SNORA1	NR_003026	ENSG00000206834
HGNC:52193	SNORA1B	NR_145767	
HGNC:32584	SNORA2A	NR_002950	ENSG00000206612
HGNC:32585	SNORA2B	NR_002951	ENSG00000207313
HGNC:32624	SNORA2C	NR_002968	ENSG00000221491
HGNC:32586	SNORA3A	NR_002580	ENSG00000200983
HGNC:32638	SNORA3B	NR_002977	ENSG00000212607
HGNC:52203	SNORA3C	NR_145775	
HGNC:32587	SNORA4	NR_002588	ENSG00000263776
HGNC:32588	SNORA5A	NR_002919	ENSG00000206838
HGNC:32589	SNORA5B	NR_002990	ENSG00000200656
HGNC:32590	SNORA5C	NR_002991	ENSG00000201772
HGNC:32591	SNORA6	NR_002325	ENSG00000206760
HGNC:32592	SNORA7A	NR_002582	ENSG00000207496
HGNC:32593	SNORA7B	NR_002992	ENSG00000207088
HGNC:32596	SNORA8	NR_002920	ENSG00000207304
HGNC:32597	SNORA9	NR_002952	ENSG00000277184
HGNC:52223	SNORA9B	NR_145743	
HGNC:32598	SNORA10	NR_002327	ENSG00000206811
HGNC:52188	SNORA10B	NR_145719	
HGNC:32599	SNORA11	NR_002953	ENSG00000221716
HGNC:33620	SNORA11B	NR_003709	ENSG00000221102
HGNC:33621	SNORA11C	NR_003710	ENSG00000221459
HGNC:33622	SNORA11D	NR_003711	ENSG00000221475
HGNC:33623	SNORA11E	NR_102368	ENSG00000221705
HGNC:52189	SNORA11F	NR_145776	
HGNC:52190	SNORA11G	NR_145717	
HGNC:32600	SNORA12	NR_002954	ENSG00000212464
HGNC:32601	SNORA13	NR_002922	ENSG00000238363
HGNC:32602	SNORA14A	NR_002955	ENSG00000201643
HGNC:32603	SNORA14B	NR_002956	ENSG00000207181
HGNC:32604	SNORA15	NR_002957	ENSG00000207168
HGNC:52191	SNORA15B-1	NR_145716	
HGNC:52192	SNORA15B-2	NR_145713	
HGNC:32605	SNORA16A	NR_003035	ENSG00000274582
HGNC:32606	SNORA16B	NR_004389	ENSG00000201544
HGNC:32607	SNORA17A	NR_002958	ENSG00000274998
HGNC:32636	SNORA17B	NR_002975	ENSG00000276161
HGNC:32608	SNORA18	NR_002959	ENSG00000207145
HGNC:32609	SNORA19	NR_002917	ENSG00000207468
HGNC:32610	SNORA20	NR_002960	ENSG00000207392
HGNC:52194	SNORA20B	NR_145730	
HGNC:32611	SNORA21	NR_002576	ENSG00000199293
HGNC:52195	SNORA21B	NR_145761	
HGNC:32612	SNORA22	NR_002961	ENSG00000206634
HGNC:52196	SNORA22B	NR_145724	
HGNC:52197	SNORA22C	NR_145729	
HGNC:32613	SNORA23	NR_002962	ENSG00000201998
HGNC:32614	SNORA24	NR_002963	ENSG00000275994
HGNC:52198	SNORA24B	NR_145768	
HGNC:32615	SNORA25	NR_003028	ENSG00000207112
HGNC:52199	SNORA25B	NR_145801	
HGNC:32616	SNORA26	NR_003016	ENSG00000212588
HGNC:32617	SNORA27	NR_002575	ENSG00000207051
HGNC:32618	SNORA28	NR_002964	ENSG00000272533
HGNC:32619	SNORA29	NR_002965	ENSG00000206910
HGNC:32620	SNORA30	NR_002966	ENSG00000206755
HGNC:52200	SNORA30B	NR_145762	
HGNC:32621	SNORA31	NR_002967	ENSG00000199477
HGNC:52201	SNORA31B	NR_145726	
HGNC:32622	SNORA32	NR_003032	ENSG00000206799
HGNC:32623	SNORA33	NR_002436	ENSG00000200534
HGNC:32625	SNORA35	NR_002993	ENSG00000208839
HGNC:52202	SNORA35B	NR_145764	
HGNC:32628	SNORA36A	NR_002969	ENSG00000206948
HGNC:32629	SNORA36B	NR_002994	ENSG00000222370
HGNC:33616	SNORA36C	NR_003705	ENSG00000207016
HGNC:32630	SNORA37	NR_002970	ENSG00000207233
HGNC:32631	SNORA38	NR_002971	ENSG00000200816
HGNC:33617	SNORA38B	NR_003706	ENSG00000200394
HGNC:32633	SNORA40	NR_002973	ENSG00000210825
HGNC:52204	SNORA40B	NR_145723	
HGNC:52205	SNORA40C	NR_145728	
HGNC:32634	SNORA41	NR_002590	ENSG00000207406
HGNC:52206	SNORA41B	NR_145777	
HGNC:32637	SNORA44	NR_002976	ENSG00000273544
HGNC:32639	SNORA46	NR_002978	ENSG00000207493
HGNC:32640	SNORA47	NR_003014	ENSG00000238961
HGNC:32641	SNORA48	NR_002918	ENSG00000209582
HGNC:52207	SNORA48B	NR_145722	
HGNC:32642	SNORA49	NR_002979	ENSG00000208892
HGNC:32643	SNORA50A	NR_002980	ENSG00000206952
HGNC:50432	SNORA50B	NR_145833	
HGNC:32662	SNORA50C	NR_002995	ENSG00000277887
HGNC:50433	SNORA50D	NR_145732	
HGNC:32644	SNORA51	NR_002981	ENSG00000271798
HGNC:32645	SNORA52	NR_002585	ENSG00000199785
HGNC:32646	SNORA53	NR_003015	ENSG00000212443
HGNC:32647	SNORA54	NR_002982	ENSG00000207008
HGNC:32649	SNORA55	NR_002983	ENSG00000201457
HGNC:32650	SNORA56	NR_002984	ENSG00000206693
HGNC:32651	SNORA57	NR_004390	ENSG00000206597
HGNC:32652	SNORA58	NR_002985	ENSG00000249020
HGNC:52208	SNORA58B	NR_145714	
HGNC:32653	SNORA59A	NR_003025	ENSG00000239149
HGNC:32658	SNORA59B	NR_003022	ENSG00000266079
HGNC:32654	SNORA60	NR_002986	ENSG00000199266
HGNC:32655	SNORA61	NR_002987	ENSG00000278274
HGNC:10107	SNORA62	NR_002324	ENSG00000202363
HGNC:10106	SNORA63	NR_002586	ENSG00000200320
HGNC:52209	SNORA63B	NR_145766	
HGNC:52210	SNORA63C	NR_145725	
HGNC:52211	SNORA63D	NR_145727	
HGNC:52212	SNORA63E	NR_145763	
HGNC:10221	SNORA64	NR_002326	ENSG00000207405
HGNC:10222	SNORA65	NR_002449	ENSG00000201302
HGNC:10223	SNORA66	NR_002444	ENSG00000207523
HGNC:10224	SNORA67	NR_002912	ENSG00000277985
HGNC:10225	SNORA68	NR_000012	ENSG00000207166
HGNC:52213	SNORA68B	NR_145718	
HGNC:10226	SNORA69	NR_002584	ENSG00000206622
HGNC:10231	SNORA70	NR_000011	ENSG00000207165
HGNC:33618	SNORA70B	NR_003707	ENSG00000206937
HGNC:33619	SNORA70C	NR_003708	ENSG00000207268
HGNC:34356	SNORA70D	NR_033337	ENSG00000263666
HGNC:34357	SNORA70E	NR_033347	ENSG00000207221
HGNC:34358	SNORA70F	NR_033309	ENSG00000206869
HGNC:34359	SNORA70G	NR_033335	ENSG00000206650
HGNC:52214	SNORA70H	NR_145769	
HGNC:52215	SNORA70I	NR_145773	
HGNC:52216	SNORA70J	NR_145720	
HGNC:10232	SNORA71A	NR_002911	ENSG00000225091
HGNC:10233	SNORA71B	NR_002910	ENSG00000235408
HGNC:32656	SNORA71C	NR_003017	ENSG00000201512
HGNC:32657	SNORA71D	NR_003018	ENSG00000200354
HGNC:32632	SNORA71E	NR_002972	ENSG00000274309
HGNC:10234	SNORA72	NR_002581	ENSG00000207067
HGNC:10115	SNORA73A	NR_002907	ENSG00000274266
HGNC:10116	SNORA73B	NR_004406	ENSG00000200087
HGNC:10119	SNORA74A	NR_002915	ENSG00000200959
HGNC:32660	SNORA74B	NR_002988	ENSG00000212402
HGNC:52217	SNORA74C-1	NR_145721	ENSG00000265733
HGNC:52218	SNORA74C-2	NR_145778	ENSG00000288603
HGNC:52219	SNORA74D	NR_145749	
HGNC:32661	SNORA75	NR_002921	ENSG00000206885
HGNC:52220	SNORA75B	NR_145770	
HGNC:32663	SNORA77	NR_003019	ENSG00000221643
HGNC:52221	SNORA77B	NR_145765	
HGNC:32664	SNORA78	NR_003020	ENSG00000273587
HGNC:32665	SNORA79	NR_003021	ENSG00000221303
HGNC:52222	SNORA79B	NR_145735	
HGNC:32666	SNORA80A	NR_002996	ENSG00000200792
HGNC:34355	SNORA80B	NR_028374	ENSG00000206633
HGNC:50434	SNORA80C	NR_145731	
HGNC:50435	SNORA80D	NR_145771	
HGNC:32635	SNORA80E	NR_002974	ENSG00000207475
HGNC:32667	SNORA81	NR_002989	ENSG00000221420
HGNC:33615	SNORA84	NR_003704	ENSG00000239183
HGNC:50390	SNORA86	NR_132768	
HGNC:50391	SNORA87	NR_132769	
HGNC:50392	SNORA88	NR_132770	
HGNC:50393	SNORA89	NR_132771	
HGNC:50394	SNORA90	NR_132772	
HGNC:50395	SNORA91	NR_132773	
HGNC:50396	SNORA92	NR_132774	
HGNC:50397	SNORA93	NR_132775	
HGNC:50398	SNORA94	NR_132776	
HGNC:50399	SNORA95	NR_132777	
HGNC:50402	SNORA98	NR_132778	
HGNC:50403	SNORA99	NR_132779	
HGNC:50404	SNORA100	NR_132782	
HGNC:50405	SNORA101A	NR_135619	
HGNC:50406	SNORA101B	NR_135620	
HGNC:51395	SNORA103	NR_132783	
HGNC:51396	SNORA104	NR_132784	
HGNC:51397	SNORA105A	NR_132787	
HGNC:51398	SNORA105B	NR_132788	
HGNC:51399	SNORA105C	NR_132789	
HGNC:51400	SNORA107	NR_132852	
HGNC:51401	SNORA108	NR_132963	
HGNC:51402	SNORA109	NR_132964	
HGNC:51403	SNORA110	NR_132966	
HGNC:51404	SNORA111	NR_132967	
HGNC:51850	SNORA112	NR_145789	
HGNC:51851	SNORA113	NR_145803	
HGNC:51852	SNORA114	NR_145797	
HGNC:51853	SNORA115	NR_145792	
HGNC:51854	SNORA116	NR_145798	
HGNC:51855	SNORA117	NR_145798	
HGNC:51856	SNORA118	NR_145784	
HGNC:51857	SNORA119	NR_145807	
HGNC:51858	SNORA120	NR_145989	
HGNC:33763	SNORC	NM_206895	ENSG00000182600
HGNC:32556	SNORD1A	NR_004395	ENSG00000278261
HGNC:32676	SNORD1B	NR_004396	ENSG00000199961
HGNC:32677	SNORD1C	NR_004397	ENSG00000274091
HGNC:32678	SNORD2	NR_002587	ENSG00000238942
HGNC:32739	SNORD3@		
HGNC:33189	SNORD3A	NR_006880	ENSG00000263934
HGNC:10168	SNORD3B-1	NR_003271	ENSG00000265185
HGNC:33190	SNORD3B-2	NR_003924	ENSG00000262074
HGNC:33191	SNORD3C	NR_006881	ENSG00000264940
HGNC:33192	SNORD3D	NR_006882	ENSG00000277947
HGNC:52238	SNORD3E	NR_145758	
HGNC:52239	SNORD3F	NR_145737	
HGNC:52240	SNORD3G	NR_145742	
HGNC:52241	SNORD3H	NR_145760	
HGNC:52242	SNORD3I	NR_145772	
HGNC:52243	SNORD3J	NR_145740	
HGNC:52244	SNORD3K	NR_145754	
HGNC:10175	SNORD3P1	NG_001185	ENSG00000200318
HGNC:10176	SNORD3P2		
HGNC:10177	SNORD3P3	NG_001254	
HGNC:10178	SNORD3P4	NG_001253	
HGNC:10097	SNORD4A	NR_000010	ENSG00000238578
HGNC:10098	SNORD4B	NR_000009	ENSG00000238597
HGNC:32702	SNORD5	NR_003033	ENSG00000239195
HGNC:32703	SNORD6	NR_003036	ENSG00000202314
HGNC:32704	SNORD7	NR_003037	ENSG00000207297
HGNC:20159	SNORD8	NR_002916	ENSG00000200785
HGNC:32705	SNORD9	NR_003029.2	ENSG00000199436
HGNC:32706	SNORD10	NR_002604.2	ENSG00000238917
HGNC:32707	SNORD11	NR_003031	ENSG00000238317
HGNC:33571	SNORD11B	NR_003694	ENSG00000271852
HGNC:32708	SNORD12	NR_003030	ENSG00000212304
HGNC:33573	SNORD12B	NR_003695	ENSG00000222365
HGNC:10105	SNORD12C	NR_002433	ENSG00000209042
HGNC:32711	SNORD13	NR_003041	ENSG00000239039
HGNC:52250	SNORD13B-1	NR_145987	
HGNC:52251	SNORD13B-2	NR_145756	
HGNC:52252	SNORD13C	NR_145745	
HGNC:52253	SNORD13D	NR_145748	
HGNC:52254	SNORD13E	NR_145750	
HGNC:52245	SNORD13F	NR_145738	
HGNC:52246	SNORD13G	NR_145733	
HGNC:52247	SNORD13H	NR_145753	
HGNC:52248	SNORD13I	NR_145747	
HGNC:52249	SNORD13J	NR_145712	
HGNC:10110	SNORD13P1		ENSG00000238498
HGNC:10111	SNORD13P2		
HGNC:10112	SNORD13P3		ENSG00000239128
HGNC:10113	SNORD14A	NR_000022	ENSG00000272034
HGNC:31803	SNORD14B	NR_001452	ENSG00000201403
HGNC:30352	SNORD14C	NR_001453	ENSG00000202252
HGNC:30353	SNORD14D	NR_001454	ENSG00000207118
HGNC:30354	SNORD14E	NR_001455	ENSG00000200879
HGNC:10114	SNORD15A	NR_000005	ENSG00000206941
HGNC:16649	SNORD15B	NR_000025	ENSG00000207445
HGNC:32712	SNORD16	NR_002440	ENSG00000199673
HGNC:32713	SNORD17	NR_003045	ENSG00000212232
HGNC:32714	SNORD18A	NR_002441	ENSG00000200623
HGNC:32715	SNORD18B	NR_002442	ENSG00000202529
HGNC:32716	SNORD18C	NR_002443	ENSG00000199574
HGNC:32717	SNORD19	NR_003047	ENSG00000212493
HGNC:33570	SNORD19B	NR_003687	ENSG00000238862
HGNC:52224	SNORD19C	NR_145744	
HGNC:10143	SNORD20	NR_002908	ENSG00000207280
HGNC:10144	SNORD21	NR_000006	ENSG00000206680
HGNC:10145	SNORD22	NR_000008	ENSG00000277194
HGNC:32718	SNORD23	NR_003048	ENSG00000221803
HGNC:10146	SNORD24	NR_002447	ENSG00000206611
HGNC:10147	SNORD25	NR_002565	ENSG00000275043
HGNC:10148	SNORD26	NR_002564	ENSG00000276788
HGNC:10149	SNORD27	NR_002563	ENSG00000275996
HGNC:10150	SNORD28	NR_002562	ENSG00000274544
HGNC:52225	SNORD28B	NR_145751	
HGNC:10151	SNORD29	NR_002559	
HGNC:10157	SNORD30	NR_002561	ENSG00000277846
HGNC:10158	SNORD31	NR_002560	
HGNC:52226	SNORD31B	NR_145739	
HGNC:10159	SNORD32A	NR_000021	ENSG00000201675
HGNC:32719	SNORD32B	NR_003049	ENSG00000201330
HGNC:10160	SNORD33	NR_000020	ENSG00000199631
HGNC:10161	SNORD34	NR_000019	ENSG00000202503
HGNC:10162	SNORD35A	NR_000018	ENSG00000200259
HGNC:17365	SNORD35B	NR_001285	ENSG00000200530
HGNC:10163	SNORD36A	NR_002448	ENSG00000199744
HGNC:10164	SNORD36B	NR_000017	ENSG00000200831
HGNC:10165	SNORD36C	NR_000016	ENSG00000252542
HGNC:10166	SNORD37	NR_002602	ENSG00000206775
HGNC:30355	SNORD38A	NR_001456	ENSG00000202031
HGNC:30356	SNORD38B	NR_001457	ENSG00000207421
HGNC:52227	SNORD38C	NR_145715	
HGNC:52228	SNORD38D	NR_145736	
HGNC:10167	SNORD39		
HGNC:10179	SNORD41	NR_002751	ENSG00000209702
HGNC:10180	SNORD42A	NR_000014	ENSG00000238649
HGNC:10181	SNORD42B	NR_000013	ENSG00000238423
HGNC:10182	SNORD43	NR_002439	ENSG00000263764
HGNC:10183	SNORD44	NR_002750	
HGNC:10184	SNORD45A	NR_002749	ENSG00000207241
HGNC:10185	SNORD45B	NR_002748	ENSG00000201487
HGNC:32720	SNORD45C	NR_003042	ENSG00000206620
HGNC:10186	SNORD46	NR_000024	ENSG00000200913
HGNC:10187	SNORD47	NR_002746	
HGNC:10188	SNORD48	NR_002745	ENSG00000201823
HGNC:10189	SNORD49A	NR_002744	ENSG00000277370
HGNC:32721	SNORD49B	NR_003043	ENSG00000277108
HGNC:10200	SNORD50A	NR_002743	
HGNC:32722	SNORD50B	NR_003044	ENSG00000275072
HGNC:10201	SNORD51	NR_002589	ENSG00000207047
HGNC:10202	SNORD52	NR_002742	ENSG00000201754
HGNC:10203	SNORD53	NR_002741	ENSG00000265145
HGNC:52229	SNORD53B	NR_145755	
HGNC:10204	SNORD54	NR_002437	ENSG00000238650
HGNC:10205	SNORD55	NR_000015	ENSG00000264294
HGNC:10206	SNORD56	NR_002739	ENSG00000229686
HGNC:19771	SNORD56B	NR_001276	ENSG00000207444
HGNC:10207	SNORD57	NR_002738	ENSG00000226572
HGNC:10208	SNORD58A	NR_002571	ENSG00000206602
HGNC:10209	SNORD58B	NR_002572	ENSG00000271982
HGNC:33613	SNORD58C	NR_003701	ENSG00000202093
HGNC:10210	SNORD59A	NR_002737	ENSG00000207031
HGNC:32723	SNORD59B	NR_003046	
HGNC:10217	SNORD60	NR_002736	ENSG00000206630
HGNC:10218	SNORD61	NR_002735	ENSG00000206979
HGNC:10219	SNORD62A	NR_002914	ENSG00000235284
HGNC:23031	SNORD62B	NR_003050	ENSG00000231587
HGNC:10220	SNORD63	NR_002913	ENSG00000206989
HGNC:52230	SNORD63B	NR_145752	
HGNC:32725	SNORD64	NR_001294	ENSG00000276610
HGNC:32726	SNORD65	NR_003054	ENSG00000277512
HGNC:52231	SNORD65B	NR_145746	
HGNC:52232	SNORD65C	NR_145734	
HGNC:32727	SNORD66	NR_003055	ENSG00000212158
HGNC:32728	SNORD67	NR_003056	ENSG00000212135
HGNC:32729	SNORD68	NR_002450	ENSG00000200084
HGNC:32730	SNORD69	NR_003057	ENSG00000212452
HGNC:32731	SNORD70	NR_003058	ENSG00000212534
HGNC:52233	SNORD70B	NR_145774	
HGNC:32732	SNORD71	NR_003059	ENSG00000223224
HGNC:32733	SNORD72	NR_002583	ENSG00000212296
HGNC:10235	SNORD73A	NR_000007	ENSG00000208797
HGNC:30357	SNORD73B	NR_145963	ENSG00000201264
HGNC:32734	SNORD74	NR_002579	
HGNC:52234	SNORD74B	NR_145757	
HGNC:32735	SNORD75	NR_003941	
HGNC:32736	SNORD76	NR_003942	
HGNC:32737	SNORD77	NR_003943	
HGNC:52235	SNORD77B	NR_145741	
HGNC:32738	SNORD78	NR_003944	
HGNC:10100	SNORD79	NR_003939	
HGNC:10096	SNORD80	NR_003940	
HGNC:10101	SNORD81	NR_003938	
HGNC:10240	SNORD82	NR_004398	ENSG00000202400
HGNC:17131	SNORD83A	NR_000027	ENSG00000209482
HGNC:17132	SNORD83B	NR_000028	ENSG00000209480
HGNC:32743	SNORD84	NR_003065	ENSG00000265236
HGNC:32745	SNORD86	NR_004399	ENSG00000212498
HGNC:32746	SNORD87	NR_002598	ENSG00000254341
HGNC:32747	SNORD88A	NR_003067	ENSG00000221241
HGNC:32748	SNORD88B	NR_003068	ENSG00000221381
HGNC:32749	SNORD88C	NR_003069	ENSG00000220988
HGNC:32750	SNORD89	NR_003070	ENSG00000212283
HGNC:32751	SNORD90	NR_003071	ENSG00000212447
HGNC:32752	SNORD91A	NR_003072	ENSG00000212163
HGNC:32753	SNORD91B	NR_003073	ENSG00000275084
HGNC:32754	SNORD92	NR_003074	ENSG00000264994
HGNC:32755	SNORD93	NR_003075	ENSG00000221740
HGNC:32756	SNORD94	NR_004378	ENSG00000208772
HGNC:32757	SNORD95	NR_002591	ENSG00000264549
HGNC:32758	SNORD96A	NR_002592	ENSG00000272296
HGNC:32759	SNORD96B	NR_004379	ENSG00000208883
HGNC:32760	SNORD97	NR_004403	ENSG00000238622
HGNC:32761	SNORD98	NR_003076	ENSG00000283551
HGNC:32762	SNORD99	NR_003077	ENSG00000221539
HGNC:32763	SNORD100	NR_002435	ENSG00000221500
HGNC:32764	SNORD101	NR_002434	ENSG00000206754
HGNC:10099	SNORD102	NR_002574	ENSG00000207500
HGNC:32766	SNORD103A	NR_004054	
HGNC:32767	SNORD103B	NR_033295	
HGNC:32744	SNORD103C	NR_003066	
HGNC:32768	SNORD104	NR_004380	ENSG00000199753
HGNC:32769	SNORD105	NR_004381	ENSG00000209645
HGNC:33572	SNORD105B	NR_003688	ENSG00000238531
HGNC:32771	SNORD107	NR_001293	ENSG00000276314
HGNC:32772	SNORD108	NR_001292	ENSG00000239014
HGNC:32773	SNORD109A	NR_001295	ENSG00000274640
HGNC:32774	SNORD109B	NR_001289	ENSG00000239169
HGNC:32775	SNORD110	NR_003078	ENSG00000221116
HGNC:32776	SNORD111	NR_003079	ENSG00000221066
HGNC:33579	SNORD111B	NR_003696	ENSG00000221514
HGNC:32777	SNORD112	NR_003080	ENSG00000275662
HGNC:32980	SNORD113-1	NR_003229.1	ENSG00000202191
HGNC:32981	SNORD113-2	NR_003230.1	ENSG00000212384
HGNC:32982	SNORD113-3	NR_003231.1	ENSG00000201700
