"","Chr","Start","ID","Gene","bp_cum"
"25382",16,85169525,"ENSG00000131149","GSE1",25382
"25383",16,85282958,"ENSG00000179219","LINC00311",25383
"25384",16,85489813,"ENSG00000278716","AC133540.1",25384
"25385",16,85580009,"ENSG00000270124","AC092127.2",25385
"25386",16,85592266,"ENSG00000260417","AC092127.1",25386
"25387",16,85676198,"ENSG00000131153","GINS2",25387
"25388",16,85690084,"ENSG00000154102","C16orf74",25388
"25389",16,85743287,"ENSG00000269898","AC018695.2",25389
"25390",16,85771758,"ENSG00000131148","EMC8",25390
"25391",16,85784382,"ENSG00000270184","AC018695.4",25391
"25392",16,85792415,"ENSG00000270159","AC018695.3",25392
"25393",16,85798633,"ENSG00000131143","COX4I1",25393
"25394",16,85898803,"ENSG00000140968","IRF8",25394
"25395",16,85924984,"ENSG00000285163","AC092723.5",25395
"25396",16,85935281,"ENSG00000268804","LINC02132",25396
"25397",16,85963328,"ENSG00000285040","AC092723.4",25397
"25398",16,85981750,"ENSG00000269667","AC092723.1",25398
"25399",16,85986764,"ENSG00000285012","AC092723.3",25399
"25400",16,86081409,"ENSG00000261177","AC135012.1",25400
"25401",16,86158206,"ENSG00000268078","AC135012.2",25401
"25402",16,86192793,"ENSG00000268505","AC135012.3",25402
"25403",16,86196181,"ENSG00000269186","LINC01082",25403
"25404",16,86221423,"ENSG00000270058","AC040170.1",25404
"25405",16,86225580,"ENSG00000268754","LINC01081",25405
"25406",16,86286427,"ENSG00000268532","LINC02135",25406
"25407",16,86331844,"ENSG00000168367","LINC00917",25407
"25408",16,86347387,"ENSG00000269826","AC092327.2",25408
"25409",16,86474529,"ENSG00000268388","FENDRR",25409
"25410",16,86510527,"ENSG00000103241","FOXF1",25410
"25411",16,86520383,"ENSG00000270020","AC009108.3",25411
"25412",16,86530176,"ENSG00000103248","MTHFSD",25412
"25413",16,86565145,"ENSG00000260944","FOXC2-AS1",25413
"25414",16,86567251,"ENSG00000176692","FOXC2",25414
"25415",16,86576368,"ENSG00000176678","FOXL1",25415
"25416",16,86636328,"ENSG00000260387","AC009108.2",25416
"25417",16,86646301,"ENSG00000261161","AC009154.1",25417
"25418",16,86698118,"ENSG00000274478","AC009154.2",25418
"25419",16,86720688,"ENSG00000260026","LINC02189",25419
"25420",16,86722091,"ENSG00000261175","LINC02188",25420
"25421",16,87057784,"ENSG00000232190","LINC02181",25421
"25422",16,87066705,"ENSG00000261363","AC106745.1",25422
"25423",16,87083562,"ENSG00000260456","C16orf95",25423
"25424",16,87212122,"ENSG00000261095","AC136285.1",25424
"25425",16,87215915,"ENSG00000261651","AC136285.2",25425
"25426",16,87302876,"ENSG00000131152","AC010531.1",25426
"25427",16,87317509,"ENSG00000270006","AC010531.6",25427
"25428",16,87326987,"ENSG00000103264","FBXO31",25428
"25429",16,87326987,"ENSG00000270082","AC010531.7",25429
"25430",16,87362536,"ENSG00000269901","AC010531.5",25430
"25431",16,87383995,"ENSG00000140941","MAP1LC3B",25431
"25432",16,87396704,"ENSG00000261592","AC010531.3",25432
"25433",16,87406246,"ENSG00000140948","ZCCHC14",25433
"25434",16,87492555,"ENSG00000260750","AC092720.1",25434
"25435",16,87600526,"ENSG00000269935","AC092720.2",25435
"25436",16,87601835,"ENSG00000154118","JPH3",25436
"25437",16,87683945,"ENSG00000277504","AC010536.3",25437
"25438",16,87693537,"ENSG00000226180","AC010536.1",25438
"25439",16,87696485,"ENSG00000104731","KLHDC4",25439
"25440",16,87773488,"ENSG00000260498","AC126696.3",25440
"25441",16,87780134,"ENSG00000260177","AC126696.1",25441
"25442",16,87830023,"ENSG00000103257","SLC7A5",25442
"25443",16,87836532,"ENSG00000260466","AC126696.2",25443
"25444",16,87881546,"ENSG00000174990","CA5A",25444
"25445",16,87949244,"ENSG00000172530","BANP",25445
"25446",16,88079161,"ENSG00000261193","AC134312.4",25446
"25447",16,88087387,"ENSG00000260166","AC134312.3",25447
"25448",16,88088041,"ENSG00000205037","AC134312.1",25448
"25449",16,88177289,"ENSG00000260162","AC134312.2",25449
"25450",16,88177298,"ENSG00000261327","AC134312.5",25450
"25451",16,88191486,"ENSG00000261816","AC134312.6",25451
"25452",16,88194281,"ENSG00000260420","LINC02182",25452
"25453",16,88234785,"ENSG00000261273","AC138512.1",25453
"25454",16,88427471,"ENSG00000225614","ZNF469",25454
"25455",16,88453317,"ENSG00000179588","ZFPM1",25455
"25456",16,88512960,"ENSG00000261744","AC116552.1",25456
"25457",16,88570381,"ENSG00000158545","ZC3H18",25457
"25458",16,88638591,"ENSG00000124391","IL17C",25458
"25459",16,88643283,"ENSG00000051523","CYBA",25459
"25460",16,88651935,"ENSG00000167508","MVD",25460
"25461",16,88663298,"ENSG00000260630","SNAI3-AS1",25461
"25462",16,88677682,"ENSG00000185669","SNAI3",25462
"25463",16,88696495,"ENSG00000158717","RNF166",25463
"25464",16,88696501,"ENSG00000259813","AC138028.3",25464
"25465",16,88706463,"ENSG00000174177","CTU2",25465
"25466",16,88708956,"ENSG00000278341","AC138028.6",25466
"25467",16,88715338,"ENSG00000103335","PIEZO1",25467
"25468",16,88718615,"ENSG00000260121","AC138028.4",25468
"25469",16,88731180,"ENSG00000224888","AC138028.2",25469
"25470",16,88741631,"ENSG00000260617","AC138028.5",25470
"25471",16,88742767,"ENSG00000182376","AC138028.1",25471
"25472",16,88803213,"ENSG00000167513","CDT1",25472
"25473",16,88809339,"ENSG00000198931","APRT",25473
"25474",16,88813734,"ENSG00000141012","GALNS",25474
"25475",16,88856220,"ENSG00000167515","TRAPPC2L",25475
"25476",16,88863333,"ENSG00000205022","PABPN1L",25476
"25477",16,88874858,"ENSG00000129993","CBFA2T3",25477
"25478",16,88881038,"ENSG00000259881","AC092384.2",25478
"25479",16,88939789,"ENSG00000205018","AC092384.1",25479
"25480",16,88984032,"ENSG00000259989","AC135782.2",25480
"25481",16,89046172,"ENSG00000256982","AC135782.1",25481
"25482",16,89088375,"ENSG00000176715","ACSF3",25482
"25483",16,89113175,"ENSG00000261546","AC135782.3",25483
"25484",16,89159146,"ENSG00000180422","LINC00304",25484
"25485",16,89166383,"ENSG00000205015","LINC02138",25485
"25486",16,89171767,"ENSG00000129910","CDH15",25486
"25487",16,89195761,"ENSG00000259803","SLC22A31",25487
"25488",16,89215211,"ENSG00000259877","AC009113.1",25488
"25489",16,89217703,"ENSG00000170100","ZNF778",25489
"25490",16,89226807,"ENSG00000260659","AC009113.2",25490
"25491",16,89267619,"ENSG00000167522","ANKRD11",25491
"25492",16,89268104,"ENSG00000268218","AC137932.3",25492
"25493",16,89297508,"ENSG00000260279","AC137932.1",25493
"25494",16,89490719,"ENSG00000197912","SPG7",25494
"25495",16,89492017,"ENSG00000261118","AC092123.1",25495
"25496",16,89560657,"ENSG00000167526","RPL13",25496
"25497",16,89575768,"ENSG00000178773","CPNE7",25497
"25498",16,89613308,"ENSG00000015413","DPEP1",25498
"25499",16,89644431,"ENSG00000131165","CHMP1A",25499
"25500",16,89657802,"ENSG00000167523","SPATA33",25500
"25501",16,89680737,"ENSG00000185324","CDK10",25501
"25502",16,89682620,"ENSG00000260259","LINC02166",25502
"25503",16,89684642,"ENSG00000275734","AC010538.1",25503
"25504",16,89696343,"ENSG00000158792","SPATA2L",25504
"25505",16,89707134,"ENSG00000075399","VPS9D1",25505
"25506",16,89711856,"ENSG00000261373","VPS9D1-AS1",25506
"25507",16,89720400,"ENSG00000158805","ZNF276",25507
"25508",16,89737549,"ENSG00000187741","FANCA",25508
"25509",16,89818179,"ENSG00000204991","SPIRE2",25509
"25510",16,89873570,"ENSG00000141002","TCF25",25510
"25511",16,89912119,"ENSG00000258839","MC1R",25511
"25512",16,89919165,"ENSG00000198211","AC092143.1",25512
"25513",16,89919827,"ENSG00000259006","AC092143.2",25513
"25514",16,89921392,"ENSG00000258947","TUBB3",25514
"25515",16,89947925,"ENSG00000140995","DEF8",25515
"25516",16,89969773,"ENSG00000177946","CENPBD1",25516
"25517",16,90004865,"ENSG00000003249","DBNDD1",25517
"25518",16,90019629,"ENSG00000141013","GAS8",25518
"25519",16,90028908,"ENSG00000221819","GAS8-AS1",25519
"25520",16,90056566,"ENSG00000126856","PRDM7",25520
"25521",16,90102271,"ENSG00000260528","FAM157C",25521
"25522",16,90105095,"ENSG00000260507","AC133919.1",25522
"25523",16,90110574,"ENSG00000261172","AC133919.2",25523
"25524",16,90173217,"ENSG00000260923","LINC02193",25524
"25525",17,64099,"ENSG00000280279","AC240565.2",25525
"25526",17,88641,"ENSG00000280136","AC240565.1",25526
"25527",17,137526,"ENSG00000268320","SCGB1C2",25527
"25528",17,142789,"ENSG00000272636","DOC2B",25528
"25529",17,183824,"ENSG00000273172","LINC02091",25529
"25530",17,212389,"ENSG00000181031","RPH3AL",25530
"25531",17,321392,"ENSG00000262920","AC129507.4",25531
"25532",17,352638,"ENSG00000262294","AC129507.2",25532
"25533",17,354737,"ENSG00000262558","AC129507.3",25533
"25534",17,404468,"ENSG00000241525","AC141424.1",25534
"25535",17,410327,"ENSG00000187624","C17orf97",25535
"25536",17,439978,"ENSG00000183688","RFLNB",25536
"25537",17,503171,"ENSG00000263015","AC015853.2",25537
"25538",17,508668,"ENSG00000141252","VPS53",25538
"25539",17,523140,"ENSG00000263300","AC015853.3",25539
"25540",17,552566,"ENSG00000262905","AC015853.1",25540
"25541",17,732412,"ENSG00000167695","FAM57A",25541
"25542",17,744414,"ENSG00000179409","GEMIN4",25542
"25543",17,757097,"ENSG00000167699","GLOD4",25543
"25544",17,763565,"ENSG00000262228","AC087392.3",25544
"25545",17,782273,"ENSG00000171861","MRM3",25545
"25546",17,789744,"ENSG00000262434","AC087392.4",25546
"25547",17,795306,"ENSG00000277491","AC087392.5",25547
"25548",17,799313,"ENSG00000167693","NXN",25548
"25549",17,877902,"ENSG00000262133","AC087392.2",25549
"25550",17,909632,"ENSG00000262003","AC087392.1",25550
"25551",17,997117,"ENSG00000177370","TIMM22",25551
"25552",17,1003518,"ENSG00000159842","ABR",25552
"25553",17,1181893,"ENSG00000235361","AC016292.1",25553
"25554",17,1241939,"ENSG00000262213","AC144836.1",25554
"25555",17,1270559,"ENSG00000205899","BHLHA9",25555
"25556",17,1279663,"ENSG00000184811","TRARG1",25556
"25557",17,1344272,"ENSG00000108953","YWHAE",25557
"25558",17,1420689,"ENSG00000167193","CRK",25558
"25559",17,1424473,"ENSG00000262777","AC032044.1",25559
"25560",17,1464186,"ENSG00000197879","MYO1C",25560
"25561",17,1494571,"ENSG00000132376","INPP5K",25561
"25562",17,1516931,"ENSG00000236618","PITPNA-AS1",25562
"25563",17,1517718,"ENSG00000174238","PITPNA",25563
"25564",17,1569267,"ENSG00000167703","SLC43A2",25564
"25565",17,1633858,"ENSG00000074660","SCARF1",25565
"25566",17,1646145,"ENSG00000167705","RILP",25566
"25567",17,1650629,"ENSG00000174231","PRPF8",25567
"25568",17,1684726,"ENSG00000277597","AC130343.2",25568
"25569",17,1702790,"ENSG00000185561","TLCD2",25569
"25570",17,1711493,"ENSG00000186594","MIR22HG",25570
"25571",17,1716523,"ENSG00000167716","WDR81",25571
"25572",17,1725748,"ENSG00000262791","AC130343.1",25572
"25573",17,1742836,"ENSG00000167711","SERPINF2",25573
"25574",17,1761959,"ENSG00000132386","SERPINF1",25574
"25575",17,1779485,"ENSG00000186532","SMYD4",25575
"25576",17,1829702,"ENSG00000132383","RPA1",25576
"25577",17,1934677,"ENSG00000185924","RTN4RL1",25577
"25578",17,1995614,"ENSG00000262445","AC099684.2",25578
"25579",17,2017716,"ENSG00000228133","AC099684.1",25579
"25580",17,2030110,"ENSG00000108963","DPH1",25580
"25581",17,2041936,"ENSG00000262664","OVCA2",25581
"25582",17,2042900,"ENSG00000262533","AC090617.3",25582
"25583",17,2043475,"ENSG00000263050","AC090617.5",25583
"25584",17,2054154,"ENSG00000177374","HIC1",25584
"25585",17,2059839,"ENSG00000070366","SMG6",25585
"25586",17,2089681,"ENSG00000262810","AC090617.4",25586
"25587",17,2213697,"ENSG00000236838","AC090617.2",25587
"25588",17,2232680,"ENSG00000225084","AL450226.1",25588
"25589",17,2303383,"ENSG00000167720","SRR",25589
"25590",17,2322503,"ENSG00000167721","TSR1",25590
"25591",17,2337498,"ENSG00000141258","SGSM2",25591
"25592",17,2366589,"ENSG00000274758","AC006435.3",25592
"25593",17,2375061,"ENSG00000263345","AC006435.2",25593
"25594",17,2384060,"ENSG00000070444","MNT",25594
"25595",17,2384847,"ENSG00000262456","AC006435.1",25595
"25596",17,2405562,"ENSG00000127804","METTL16",25596
"25597",17,2593210,"ENSG00000007168","PAFAH1B1",25597
"25598",17,2683305,"ENSG00000272770","AC005696.2",25598
"25599",17,2688473,"ENSG00000272911","AC005696.3",25599
"25600",17,2689386,"ENSG00000132361","CLUH",25600
"25601",17,2712309,"ENSG00000262050","AC005696.1",25601
"25602",17,2720801,"ENSG00000277200","AC005696.4",25602
"25603",17,2748078,"ENSG00000272920","hsa-mir-1253",25603
"25604",17,2755705,"ENSG00000132359","RAP1GAP2",25604
"25605",17,2962248,"ENSG00000262884","AC015921.1",25605
"25606",17,3062669,"ENSG00000262628","OR1D5",25606
"25607",17,3088484,"ENSG00000184166","OR1D2",25607
"25608",17,3126584,"ENSG00000183024","OR1G1",25608
"25609",17,3134969,"ENSG00000261848","AC090282.1",25609
"25610",17,3197519,"ENSG00000172150","OR1A2",25610
"25611",17,3207539,"ENSG00000172146","OR1A1",25611
"25612",17,3276942,"ENSG00000221882","OR3A2",25612
"25613",17,3291017,"ENSG00000180090","OR3A1",25613
"25614",17,3385930,"ENSG00000180042","AC087498.1",25614
"25615",17,3397104,"ENSG00000180016","OR1E1",25615
"25616",17,3411370,"ENSG00000159961","OR3A3",25616
"25617",17,3432870,"ENSG00000127780","OR1E2",25617
"25618",17,3440019,"ENSG00000141255","SPATA22",25618
"25619",17,3472374,"ENSG00000108381","ASPA",25619
"25620",17,3510502,"ENSG00000167723","TRPV3",25620
"25621",17,3565444,"ENSG00000196689","TRPV1",25621
"25622",17,3585149,"ENSG00000262304","AC027796.3",25622
"25623",17,3608262,"ENSG00000197417","SHPK",25623
"25624",17,3636468,"ENSG00000040531","CTNS",25624
"25625",17,3655621,"ENSG00000262903","AC027796.4",25625
"25626",17,3662896,"ENSG00000213977","TAX1BP3",25626
"25627",17,3663063,"ENSG00000257950","P2RX5-TAX1BP3",25627
"25628",17,3668815,"ENSG00000127774","EMC6",25628
"25629",17,3672199,"ENSG00000083454","P2RX5",25629
"25630",17,3714628,"ENSG00000083457","ITGAE",25630
"25631",17,3721628,"ENSG00000262692","AC116914.2",25631
"25632",17,3723903,"ENSG00000177602","HASPIN",25632
"25633",17,3729361,"ENSG00000262358","AC116914.1",25633
"25634",17,3802165,"ENSG00000074356","NCBP3",25634
"25635",17,3860315,"ENSG00000004660","CAMKK1",25635
"25636",17,3896592,"ENSG00000108405","P2RX1",25636
"25637",17,3923870,"ENSG00000074370","ATP2A3",25637
"25638",17,3977103,"ENSG00000263312","LINC01975",25638
"25639",17,4004445,"ENSG00000074755","ZZEF1",25639
"25640",17,4143168,"ENSG00000167740","CYB5D2",25640
"25641",17,4163907,"ENSG00000185722","ANKFY1",25641
"25642",17,4163910,"ENSG00000263165","AC087292.1",25642
"25643",17,4267691,"ENSG00000274363","AC087742.1",25643
"25644",17,4269259,"ENSG00000132388","UBE2G1",25644
"25645",17,4433688,"ENSG00000182557","SPNS3",25645
"25646",17,4481966,"ENSG00000262823","AC127521.1",25646
"25647",17,4497394,"ENSG00000229782","AC118754.1",25647
"25648",17,4498838,"ENSG00000183018","SPNS2",25648
"25649",17,4538897,"ENSG00000132382","MYBBP1A",25649
"25650",17,4556927,"ENSG00000167741","GGT6",25650
"25651",17,4565752,"ENSG00000262921","AC118754.2",25651
"25652",17,4583999,"ENSG00000188176","SMTNL2",25652
"25653",17,4610449,"ENSG00000261863","LINC01996",25653
"25654",17,4630902,"ENSG00000161905","ALOX15",25654
"25655",17,4669774,"ENSG00000141456","PELP1",25655
"25656",17,4673830,"ENSG00000235085","AC091153.2",25656
"25657",17,4704230,"ENSG00000244184","AC091153.3",25657
"25658",17,4710489,"ENSG00000141480","ARRB2",25658
"25659",17,4731428,"ENSG00000161920","MED11",25659
"25660",17,4731756,"ENSG00000261898","AC091153.4",25660
"25661",17,4733526,"ENSG00000161921","CXCL16",25661
"25662",17,4740015,"ENSG00000141497","ZMYND15",25662
"25663",17,4771884,"ENSG00000142484","TM4SF5",25663
"25664",17,4785285,"ENSG00000182853","VMO1",25664
"25665",17,4788959,"ENSG00000182327","GLTPD2",25665
"25666",17,4796144,"ENSG00000142507","PSMB6",25666
"25667",17,4801159,"ENSG00000262165","AC233723.1",25667
"25668",17,4807096,"ENSG00000129219","PLD2",25668
"25669",17,4833388,"ENSG00000141503","MINK1",25669
"25670",17,4897774,"ENSG00000108556","CHRNE",25670
"25671",17,4899418,"ENSG00000205710","C17orf107",25671
"25672",17,4932297,"ENSG00000185245","GP1BA",25672
"25673",17,4937130,"ENSG00000108528","SLC25A11",25673
"25674",17,4940008,"ENSG00000108523","RNF167",25674
"25675",17,4945652,"ENSG00000108518","PFN1",25675
"25676",17,4948092,"ENSG00000108515","ENO3",25676
"25677",17,4959226,"ENSG00000091640","SPAG7",25677
"25678",17,4967992,"ENSG00000108509","CAMTA2",25678
"25679",17,4967995,"ENSG00000262429","AC004771.4",25679
"25680",17,4972851,"ENSG00000234203","AC004771.2",25680
"25681",17,4986466,"ENSG00000262678","AC004771.5",25681
"25682",17,4987706,"ENSG00000262227","AC004771.3",25682
"25683",17,4988130,"ENSG00000196388","INCA1",25683
"25684",17,4997948,"ENSG00000129250","KIF1C",25684
"25685",17,5019214,"ENSG00000227495","AC004771.1",25685
"25686",17,5032600,"ENSG00000132517","SLC52A1",25686
"25687",17,5075678,"ENSG00000262693","AC012146.3",25687
"25688",17,5078248,"ENSG00000180787","ZFP3",25688
"25689",17,5105541,"ENSG00000167840","ZNF232",25689
"25690",17,5116438,"ENSG00000129204","USP6",25690
"25691",17,5179536,"ENSG00000180626","ZNF594",25691
"25692",17,5192084,"ENSG00000261879","AC087500.1",25692
"25693",17,5208961,"ENSG00000161929","SCIMP",25693
"25694",17,5240508,"ENSG00000263164","AC087500.2",25694
"25695",17,5282265,"ENSG00000029725","RABEP1",25695
"25696",17,5360963,"ENSG00000108559","NUP88",25696
"25697",17,5364315,"ENSG00000263220","AC015727.1",25697
"25698",17,5419641,"ENSG00000129197","RPAIN",25698
"25699",17,5425139,"ENSG00000263272","AC004148.2",25699
"25700",17,5432777,"ENSG00000108561","C1QBP",25700
"25701",17,5440912,"ENSG00000005100","DHX33",25701
"25702",17,5469092,"ENSG00000262099","AC004148.1",25702
"25703",17,5471251,"ENSG00000072849","DERL2",25703
"25704",17,5486285,"ENSG00000167842","MIS12",25704
"25705",17,5499427,"ENSG00000091592","NLRP1",25705
"25706",17,5772234,"ENSG00000284837","AC007846.1",25706
"25707",17,5772926,"ENSG00000285471","AC007846.2",25707
"25708",17,6057807,"ENSG00000179314","WSCD1",25708
"25709",17,6393693,"ENSG00000129221","AIPL1",25709
"25710",17,6444415,"ENSG00000129195","PIMREG",25710
"25711",17,6451264,"ENSG00000091622","PITPNM3",25711
"25712",17,6578148,"ENSG00000198920","KIAA0753",25712
"25713",17,6640758,"ENSG00000129235","TXNDC17",25713
"25714",17,6643315,"ENSG00000108590","MED31",25714
"25715",17,6651718,"ENSG00000256806","C17orf100",25715
"25716",17,6653464,"ENSG00000261996","AC004706.1",25716
"25717",17,6684713,"ENSG00000141485","SLC13A5",25717
"25718",17,6755447,"ENSG00000132530","XAF1",25718
"25719",17,6776223,"ENSG00000177294","FBXO39",25719
"25720",17,6789133,"ENSG00000167858","TEKT1",25720
"25721",17,6876635,"ENSG00000215067","ALOX12-AS1",25721
"25722",17,6954098,"ENSG00000263316","AC027763.2",25722
"25723",17,6985494,"ENSG00000267047","AC040977.2",25723
"25724",17,6994642,"ENSG00000262089","AC040977.1",25724
"25725",17,6996065,"ENSG00000108839","ALOX12",25725
"25726",17,7012417,"ENSG00000219200","RNASEK",25726
"25727",17,7012635,"ENSG00000161939","RNASEK-C17orf49",25727
"25728",17,7014495,"ENSG00000258315","C17orf49",25728
"25729",17,7015818,"ENSG00000267532","MIR497HG",25729
"25730",17,7023020,"ENSG00000161940","BCL6B",25730
"25731",17,7036075,"ENSG00000174327","SLC16A13",25731
"25732",17,7041630,"ENSG00000174326","SLC16A11",25732
"25733",17,7074537,"ENSG00000132514","CLEC10A",25733
"25734",17,7101322,"ENSG00000161944","ASGR2",25734
"25735",17,7173431,"ENSG00000141505","ASGR1",25735
"25736",17,7189890,"ENSG00000132535","DLG4",25736
"25737",17,7217125,"ENSG00000072778","ACADVL",25737
"25738",17,7225341,"ENSG00000004975","DVL2",25738
"25739",17,7235028,"ENSG00000040633","PHF23",25739
"25740",17,7240014,"ENSG00000170296","GABARAP",25740
"25741",17,7240427,"ENSG00000262526","AC120057.2",25741
"25742",17,7243591,"ENSG00000175826","CTDNEP1",25742
"25743",17,7246829,"ENSG00000262302","AC003688.1",25743
"25744",17,7251416,"ENSG00000170291","ELP5",25744
"25745",17,7259903,"ENSG00000181885","CLDN7",25745
"25746",17,7281667,"ENSG00000181856","SLC2A4",25746
"25747",17,7282947,"ENSG00000263342","AC003688.2",25747
"25748",17,7288252,"ENSG00000006047","YBX2",25748
"25749",17,7306999,"ENSG00000132507","EIF5A",25749
"25750",17,7311324,"ENSG00000132522","GPS2",25750
"25751",17,7312661,"ENSG00000261915","AC026954.2",25751
"25752",17,7315628,"ENSG00000215041","NEURL4",25752
"25753",17,7336529,"ENSG00000072818","ACAP1",25753
"25754",17,7351889,"ENSG00000213859","KCTD11",25754
"25755",17,7352687,"ENSG00000263171","AC026954.3",25755
"25756",17,7355123,"ENSG00000182896","TMEM95",25756
"25757",17,7380534,"ENSG00000174292","TNK1",25757
"25758",17,7389727,"ENSG00000187838","PLSCR3",25758
"25759",17,7389734,"ENSG00000262481","TMEM256-PLSCR3",25759
"25760",17,7402975,"ENSG00000205544","TMEM256",25760
"25761",17,7404874,"ENSG00000169992","NLGN2",25761
"25762",17,7420360,"ENSG00000181323","SPEM1",25762
"25763",17,7425615,"ENSG00000184560","SPEM2",25763
"25764",17,7428863,"ENSG00000283439","SPEM3",25764
"25765",17,7435443,"ENSG00000181284","TMEM102",25765
"25766",17,7436557,"ENSG00000262624","AC113189.1",25766
"25767",17,7438273,"ENSG00000161958","FGF11",25767
"25768",17,7439159,"ENSG00000263301","AC113189.3",25768
"25769",17,7445061,"ENSG00000170175","CHRNB1",25769
"25770",17,7459366,"ENSG00000174282","ZBTB4",25770
"25771",17,7481332,"ENSG00000259224","SLC35G6",25771
"25772",17,7484366,"ENSG00000181222","POLR2A",25772
"25773",17,7548891,"ENSG00000239697","TNFSF12",25773
"25774",17,7549099,"ENSG00000248871","TNFSF12-TNFSF13",25774
"25775",17,7557820,"ENSG00000276384","AC016876.3",25775
"25776",17,7558292,"ENSG00000161955","TNFSF13",25776
"25777",17,7561875,"ENSG00000161956","SENP3",25777
"25778",17,7563287,"ENSG00000277957","SENP3-EIF4A1",25778
"25779",17,7572706,"ENSG00000161960","EIF4A1",25779
"25780",17,7579467,"ENSG00000129226","CD68",25780
"25781",17,7581964,"ENSG00000233223","AC016876.1",25781
"25782",17,7583529,"ENSG00000129255","MPDU1",25782
"25783",17,7588178,"ENSG00000129194","SOX15",25783
"25784",17,7591230,"ENSG00000129245","FXR2",25784
"25785",17,7613946,"ENSG00000129214","SHBG",25785
"25786",17,7626234,"ENSG00000141504","SAT2",25786
"25787",17,7646627,"ENSG00000129244","ATP1B2",25787
"25788",17,7661779,"ENSG00000141510","TP53",25788
"25789",17,7686071,"ENSG00000141499","WRAP53",25789
"25790",17,7705202,"ENSG00000108947","EFNB3",25790
"25791",17,7717354,"ENSG00000183914","DNAH2",25791
"25792",17,7839904,"ENSG00000132510","KDM6B",25792
"25793",17,7855065,"ENSG00000167874","TMEM88",25793
"25794",17,7856685,"ENSG00000183011","NAA38",25794
"25795",17,7857746,"ENSG00000182224","CYB5D1",25795
"25796",17,7884806,"ENSG00000170004","CHD3",25796
"25797",17,7913324,"ENSG00000179859","RNF227",25797
"25798",17,7921859,"ENSG00000170049","KCNAB3",25798
"25799",17,7925931,"ENSG00000262730","AC104581.2",25799
"25800",17,7930345,"ENSG00000170043","TRAPPC1",25800
"25801",17,7932101,"ENSG00000170037","CNTROB",25801
"25802",17,8002594,"ENSG00000132518","GUCY2D",25802
"25803",17,8039017,"ENSG00000179593","ALOX15B",25803
"25804",17,8056225,"ENSG00000263427","AC129492.2",25804
"25805",17,8072636,"ENSG00000179477","ALOX12B",25805
"25806",17,8079482,"ENSG00000214999","AC129492.1",25806
"25807",17,8095900,"ENSG00000179148","ALOXE3",25807
"25808",17,8120590,"ENSG00000179111","HES7",25808
"25809",17,8140472,"ENSG00000179094","PER1",25809
"25810",17,8150816,"ENSG00000263620","AC129492.3",25810
"25811",17,8159149,"ENSG00000220205","VAMP2",25811
"25812",17,8173237,"ENSG00000179029","TMEM107",25812
"25813",17,8176812,"ENSG00000266824","AC129492.4",25813
"25814",17,8188333,"ENSG00000196544","BORCS6",25814
"25815",17,8204733,"ENSG00000178999","AURKB",25815
"25816",17,8220642,"ENSG00000178977","LINC00324",25816
"25817",17,8224821,"ENSG00000178971","CTC1",25817
"25818",17,8247618,"ENSG00000178921","PFAS",25818
"25819",17,8277763,"ENSG00000269947","AC135178.5",25819
"25820",17,8287763,"ENSG00000125434","SLC25A35",25820
"25821",17,8288497,"ENSG00000108961","RANGRF",25821
"25822",17,8310241,"ENSG00000198844","ARHGEF15",25822
"25823",17,8318088,"ENSG00000226871","AC135178.1",25823
"25824",17,8337697,"ENSG00000266279","AC135178.4",25824
"25825",17,8339864,"ENSG00000184650","ODF4",25825
"25826",17,8365563,"ENSG00000265749","AC135178.3",25826
"25827",17,8368637,"ENSG00000184619","KRBA2",25827
"25828",17,8368638,"ENSG00000263809","AC135178.2",25828
"25829",17,8377516,"ENSG00000161970","RPL26",25829
"25830",17,8390704,"ENSG00000189051","RNF222",25830
"25831",17,8413131,"ENSG00000166579","NDEL1",25831
"25832",17,8474205,"ENSG00000133026","MYH10",25832
"25833",17,8729934,"ENSG00000161973","CCDC42",25833
"25834",17,8753106,"ENSG00000183318","SPDYE4",25834
"25835",17,8797162,"ENSG00000185156","MFSD6L",25835
"25836",17,8802723,"ENSG00000276231","PIK3R6",25836
"25837",17,8878911,"ENSG00000141506","PIK3R5",25837
"25838",17,8965896,"ENSG00000266389","AC002091.2",25838
"25839",17,8967523,"ENSG00000265975","AC002091.1",25839
"25840",17,9021542,"ENSG00000065320","NTN1",25840
"25841",17,9171068,"ENSG00000262966","AC005695.1",25841
"25842",17,9244666,"ENSG00000273816","AC005695.3",25842
"25843",17,9250471,"ENSG00000170310","STX8",25843
"25844",17,9283174,"ENSG00000263708","AC005695.2",25844
"25845",17,9452197,"ENSG00000225751","AC087501.1",25845
"25846",17,9464742,"ENSG00000262815","AC087501.2",25846
"25847",17,9547298,"ENSG00000263051","AC087501.3",25847
"25848",17,9576627,"ENSG00000166596","CFAP52",25848
"25849",17,9638768,"ENSG00000265349","AC118755.2",25849
"25850",17,9644698,"ENSG00000154914","USP43",25850
"25851",17,9647020,"ENSG00000262296","AC118755.1",25851
"25852",17,9764188,"ENSG00000282882","AC027045.2",25852
"25853",17,9771434,"ENSG00000184544","DHRS7C",25853
"25854",17,9802386,"ENSG00000214978","GSG1L2",25854
"25855",17,9805443,"ENSG00000283025","AC027045.3",25855
"25856",17,9822206,"ENSG00000065325","GLP2R",25856
